Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 6295,https://www.congress.gov/bill/114th-congress/house-bill/6295,114th Congress (2015-2016),,CO2 Regulatory Certainty Act,"Rep. Zinke, Ryan K. [R-MT-At Large]",9/28/16,,,,4,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6294,https://www.congress.gov/bill/114th-congress/house-bill/6294,114th Congress (2015-2016),,Geospatial Data Act of 2016,"Rep. Westerman, Bruce [R-AR-4]",9/28/16,,,,2,"House - Science, Space, and Technology, Oversight and Government Reform",9/30/16,Referred to the Subcommittee on Environment.
H.R. 6293,https://www.congress.gov/bill/114th-congress/house-bill/6293,114th Congress (2015-2016),,Fair Salary History Alternatives for Responsible Employment Act of 2016,"Rep. Watson Coleman, Bonnie [D-NJ-12]",9/28/16,,,,0,"House - Education and the Workforce, House Administration, Oversight and Government Reform, Judiciary",10/21/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6292,https://www.congress.gov/bill/114th-congress/house-bill/6292,114th Congress (2015-2016),,Trafficking Survivors Relief Act of 2016,"Rep. Wagner, Ann [R-MO-2]",9/28/16,,,,3,House - Judiciary,10/21/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6291,https://www.congress.gov/bill/114th-congress/house-bill/6291,114th Congress (2015-2016),,Indiana Dunes National Park Act,"Rep. Visclosky, Peter J. [D-IN-1]",9/28/16,,,,8,House - Natural Resources,10/11/16,Referred to the Subcommittee on Federal Lands.
H.R. 6290,https://www.congress.gov/bill/114th-congress/house-bill/6290,114th Congress (2015-2016),,"To amend the Internal Revenue Code of 1986 to extend certain tax incentives for biodiesel, renewable diesel, and alternative fuels.","Rep. Valadao, David G. [R-CA-21]",9/28/16,,,,1,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6289,https://www.congress.gov/bill/114th-congress/house-bill/6289,114th Congress (2015-2016),,Fostering Stable Housing Opportunities Act of 2016,"Rep. Turner, Michael R. [R-OH-10]",9/28/16,,,,6,House - Financial Services,9/28/16,Referred to the House Committee on Financial Services.
H.R. 6288,https://www.congress.gov/bill/114th-congress/house-bill/6288,114th Congress (2015-2016),,REAL Protection Act,"Rep. Tipton, Scott  R. [R-CO-3]",9/28/16,,,,3,House - Natural Resources,10/11/16,Referred to the Subcommittee on Federal Lands.
H.R. 6287,https://www.congress.gov/bill/114th-congress/house-bill/6287,114th Congress (2015-2016),,MOBILE Act of 2016,"Rep. Tipton, Scott  R. [R-CO-3]",9/28/16,,,,5,House - Financial Services,9/28/16,Referred to the House Committee on Financial Services.
H.R. 6286,https://www.congress.gov/bill/114th-congress/house-bill/6286,114th Congress (2015-2016),,S.T.O.R.A.G.E. Act,"Rep. Takano, Mark [D-CA-41]",9/28/16,,,,0,"House - Energy and Commerce, Science, Space, and Technology",9/30/16,Referred to the Subcommittee on Energy.
H.R. 6285,https://www.congress.gov/bill/114th-congress/house-bill/6285,114th Congress (2015-2016),,Canadian Snowbird Visa Act,"Rep. Stefanik, Elise M. [R-NY-21]",9/28/16,,,,0,"House - Judiciary, Ways and Means",10/21/16,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6284,https://www.congress.gov/bill/114th-congress/house-bill/6284,114th Congress (2015-2016),,EPI Act,"Rep. Smith, Adam [D-WA-9]",9/28/16,,,,0,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
H.R. 6283,https://www.congress.gov/bill/114th-congress/house-bill/6283,114th Congress (2015-2016),,Truth in Regulations Act of 2016,"Rep. Sessions, Pete [R-TX-32]",9/28/16,,,,5,"House - Judiciary, Rules",10/21/16,"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law."
H.R. 6282,https://www.congress.gov/bill/114th-congress/house-bill/6282,114th Congress (2015-2016),,"To designate the facility of the United States Postal Service located at 2024 Jerome Avenue, in Bronx, New York, as the ""Dr. Roscoe C. Brown, Jr. Post Office Building"".","Rep. Serrano, Jose E. [D-NY-15]",9/28/16,,,,26,House - Oversight and Government Reform,12/16/16,Became Public Law No: 114-310.
H.R. 6281,https://www.congress.gov/bill/114th-congress/house-bill/6281,114th Congress (2015-2016),,BANK Act of 2016,"Rep. Salmon, Matt [R-AZ-5]",9/28/16,,,,9,House - Foreign Affairs,9/28/16,Referred to the House Committee on Foreign Affairs.
H.R. 6280,https://www.congress.gov/bill/114th-congress/house-bill/6280,114th Congress (2015-2016),,Ensuring Healthy Beginnings Act,"Rep. Ruiz, Raul [D-CA-36]",9/28/16,,,,0,"House - Ways and Means, Energy and Commerce",10/7/16,Referred to the Subcommittee on Human Resources.
H.R. 6279,https://www.congress.gov/bill/114th-congress/house-bill/6279,114th Congress (2015-2016),,Holocaust Insurance Accountability Act of 2016,"Rep. Ros-Lehtinen, Ileana [R-FL-27]",9/28/16,,,,2,"House - Foreign Affairs, Judiciary",10/21/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6278,https://www.congress.gov/bill/114th-congress/house-bill/6278,114th Congress (2015-2016),,Promote Accountability and Government Efficiency Act,"Rep. Rokita, Todd [R-IN-4]",9/28/16,,,,1,House - Oversight and Government Reform,9/28/16,Referred to the House Committee on Oversight and Government Reform.
H.R. 6277,https://www.congress.gov/bill/114th-congress/house-bill/6277,114th Congress (2015-2016),,Veterans' Health Care Safety Act of 2016,"Rep. Roe, David P. [R-TN-1]",9/28/16,,,,7,House - Veterans' Affairs,10/19/16,Referred to the Subcommittee on Health.
H.R. 6276,https://www.congress.gov/bill/114th-congress/house-bill/6276,114th Congress (2015-2016),,Physician Shortage Minimization Act of 2016,"Rep. Price, Tom [R-GA-6]",9/28/16,,,,0,House - Ways and Means,10/7/16,Referred to the Subcommittee on Health.
H.R. 6275,https://www.congress.gov/bill/114th-congress/house-bill/6275,114th Congress (2015-2016),,Donald Payne Sr. Colorectal Cancer Detection Act of 2016,"Rep. Payne, Donald M., Jr. [D-NJ-10]",9/28/16,,,,7,"House - Energy and Commerce, Ways and Means",10/7/16,Referred to the Subcommittee on Health.
H.R. 6274,https://www.congress.gov/bill/114th-congress/house-bill/6274,114th Congress (2015-2016),,Hospital Outcomes Act of 2016,"Rep. Paulsen, Erik [R-MN-3]",9/28/16,,,,2,House - Ways and Means,10/7/16,Referred to the Subcommittee on Health.
H.R. 6273,https://www.congress.gov/bill/114th-congress/house-bill/6273,114th Congress (2015-2016),,VA Health Care Provider Education Debt Relief Act of 2016,"Rep. O'Rourke, Beto [D-TX-16]",9/28/16,,,,3,House - Veterans' Affairs,10/19/16,Referred to the Subcommittee on Health.
H.R. 6272,https://www.congress.gov/bill/114th-congress/house-bill/6272,114th Congress (2015-2016),,VA Provider Pay Modernization Act of 2016,"Rep. O'Rourke, Beto [D-TX-16]",9/28/16,,,,1,House - Veterans' Affairs,10/19/16,Referred to the Subcommittee on Health.
H.R. 6271,https://www.congress.gov/bill/114th-congress/house-bill/6271,114th Congress (2015-2016),,Foreign Service Optimization Act of 2016,"Rep. Nunes, Devin [R-CA-22]",9/28/16,,,,7,"House - Foreign Affairs, Armed Services, Intelligence (Permanent)",9/28/16,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Armed Services, and Intelligence (Permanent Select), for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6270,https://www.congress.gov/bill/114th-congress/house-bill/6270,114th Congress (2015-2016),,To amend the Internal Revenue Code of 1986 to prevent the avoidance of tax by insurance companies through reinsurance with non-taxed affiliates.,"Rep. Neal, Richard E. [D-MA-1]",9/28/16,,,,0,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6269,https://www.congress.gov/bill/114th-congress/house-bill/6269,114th Congress (2015-2016),,Ban Poisonous Additives Act of 2016,"Rep. Meng, Grace [D-NY-6]",9/28/16,,,,1,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
H.R. 6268,https://www.congress.gov/bill/114th-congress/house-bill/6268,114th Congress (2015-2016),,Reducing Gangs and Recidivism Act of 2016,"Rep. McNerney, Jerry [D-CA-9]",9/28/16,,,,0,House - Judiciary,10/21/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6267,https://www.congress.gov/bill/114th-congress/house-bill/6267,114th Congress (2015-2016),,Preserving America's Downtowns and Heritage Act of 2016,"Rep. McKinley, David B. [R-WV-1]",9/28/16,,,,1,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6266,https://www.congress.gov/bill/114th-congress/house-bill/6266,114th Congress (2015-2016),,"To amend the Federal Deposit Insurance Act to clarify the definition of a deposit broker, and for other purposes.","Rep. McHenry, Patrick T. [R-NC-10]",9/28/16,,,,1,House - Financial Services,9/28/16,Referred to the House Committee on Financial Services.
H.R. 6265,https://www.congress.gov/bill/114th-congress/house-bill/6265,114th Congress (2015-2016),,Medigap Consumer Protection Act of 2016,"Rep. McDermott, Jim [D-WA-7]",9/28/16,,,,3,"House - Ways and Means, Energy and Commerce",10/7/16,Referred to the Subcommittee on Health.
H.R. 6264,https://www.congress.gov/bill/114th-congress/house-bill/6264,114th Congress (2015-2016),,Prepare All Kids Act of 2016,"Rep. Maloney, Carolyn B. [D-NY-12]",9/28/16,,,,0,House - Education and the Workforce,9/28/16,Referred to the House Committee on Education and the Workforce.
H.R. 6263,https://www.congress.gov/bill/114th-congress/house-bill/6263,114th Congress (2015-2016),,Addiction Recovery through Family Deductions Act,"Rep. MacArthur, Thomas [R-NJ-3]",9/28/16,,,,1,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6262,https://www.congress.gov/bill/114th-congress/house-bill/6262,114th Congress (2015-2016),,Addiction Recovery through Family Health Accounts Act,"Rep. MacArthur, Thomas [R-NJ-3]",9/28/16,,,,1,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6261,https://www.congress.gov/bill/114th-congress/house-bill/6261,114th Congress (2015-2016),,ACO Assignment Improvement Act of 2016,"Rep. Kilmer, Derek [D-WA-6]",9/28/16,,,,1,"House - Ways and Means, Energy and Commerce",10/7/16,Referred to the Subcommittee on Health.
H.R. 6260,https://www.congress.gov/bill/114th-congress/house-bill/6260,114th Congress (2015-2016),,ECORA Act of 2016,"Rep. Jenkins, Lynn [R-KS-2]",9/28/16,,,,0,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6259,https://www.congress.gov/bill/114th-congress/house-bill/6259,114th Congress (2015-2016),,Protecting Our Kids' Medicine Act of 2016,"Rep. Israel, Steve [D-NY-3]",9/28/16,,,,0,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
H.R. 6258,https://www.congress.gov/bill/114th-congress/house-bill/6258,114th Congress (2015-2016),,Coast Guard Acquisition Improvement Act of 2016,"Rep. Hunter, Duncan D. [R-CA-50]",9/28/16,,,,1,House - Transportation and Infrastructure,9/28/16,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6257,https://www.congress.gov/bill/114th-congress/house-bill/6257,114th Congress (2015-2016),,Coast Guard Academy Nominations Act of 2016,"Rep. Hunter, Duncan D. [R-CA-50]",9/28/16,,,,0,House - Transportation and Infrastructure,9/28/16,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6256,https://www.congress.gov/bill/114th-congress/house-bill/6256,114th Congress (2015-2016),,To provide temporary visitation to spouses of United States citizens.,"Rep. Huffman, Jared [D-CA-2]",9/28/16,,,,0,House - Judiciary,10/21/16,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6255,https://www.congress.gov/bill/114th-congress/house-bill/6255,114th Congress (2015-2016),,Norman Yoshio Mineta Congressional Gold Medal Act,"Rep. Honda, Michael M. [D-CA-17]",9/28/16,,,,44,House - Financial Services,9/28/16,Referred to the House Committee on Financial Services.
H.R. 6254,https://www.congress.gov/bill/114th-congress/house-bill/6254,114th Congress (2015-2016),,Don't Block LGBTQ Act of 2016,"Rep. Honda, Michael M. [D-CA-17]",9/28/16,,,,11,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
H.R. 6253,https://www.congress.gov/bill/114th-congress/house-bill/6253,114th Congress (2015-2016),,CERT Act,"Rep. Heck, Denny [D-WA-10]",9/28/16,,,,2,"House - Veterans' Affairs, Armed Services",10/19/16,Referred to the Subcommittee on Military Personnel.
H.R. 6252,https://www.congress.gov/bill/114th-congress/house-bill/6252,114th Congress (2015-2016),,Ending Sanctuary Cities Act of 2016,"Rep. Grothman, Glenn [R-WI-6]",9/28/16,,,,0,"House - Judiciary, Oversight and Government Reform, Education and the Workforce",10/21/16,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6251,https://www.congress.gov/bill/114th-congress/house-bill/6251,114th Congress (2015-2016),,PCAOB Enforcement Transparency Act of 2016,"Rep. Garrett, Scott [R-NJ-5]",9/28/16,,,,0,House - Financial Services,9/28/16,Referred to the House Committee on Financial Services.
H.R. 6250,https://www.congress.gov/bill/114th-congress/house-bill/6250,114th Congress (2015-2016),,RISE Act,"Rep. Gallego, Ruben [D-AZ-7]",9/28/16,,,,1,House - Education and the Workforce,9/28/16,Referred to the House Committee on Education and the Workforce.
H.R. 6249,https://www.congress.gov/bill/114th-congress/house-bill/6249,114th Congress (2015-2016),,Macadamia Tree Health Initiative,"Rep. Gabbard, Tulsi [D-HI-2]",9/28/16,,,,0,House - Agriculture,10/19/16,"Referred to the Subcommittee on Biotechnology, Horticulture, and Research."
H.R. 6248,https://www.congress.gov/bill/114th-congress/house-bill/6248,114th Congress (2015-2016),,Spending Safeguard Act,"Rep. Foxx, Virginia [R-NC-5]",9/28/16,,,,1,House - Budget,9/28/16,Referred to the House Committee on the Budget.
H.R. 6247,https://www.congress.gov/bill/114th-congress/house-bill/6247,114th Congress (2015-2016),,"To provide for stability of title to certain lands in the State of Louisiana, and for other purposes.","Rep. Fleming, John [R-LA-4]",9/28/16,,,,0,House - Natural Resources,10/7/16,Referred to the Subcommittee on Federal Lands.
H.R. 6246,https://www.congress.gov/bill/114th-congress/house-bill/6246,114th Congress (2015-2016),,Retirement Inflation Protection Act of 2016,"Rep. Emmer, Tom [R-MN-6]",9/28/16,,,,0,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6245,https://www.congress.gov/bill/114th-congress/house-bill/6245,114th Congress (2015-2016),,Sell the VA's Hotel Act,"Rep. Duncan, John J., Jr. [R-TN-2]",9/28/16,,,,1,House - Veterans' Affairs,10/19/16,Referred to the Subcommittee on Health.
H.R. 6244,https://www.congress.gov/bill/114th-congress/house-bill/6244,114th Congress (2015-2016),,"To require the appropriate Federal banking agencies to treat certain non-significant investments in the capital of unconsolidated financial institutions as qualifying capital instruments, and for other purposes.","Rep. Duffy, Sean P. [R-WI-7]",9/28/16,,,,4,House - Financial Services,9/28/16,Referred to the House Committee on Financial Services.
H.R. 6243,https://www.congress.gov/bill/114th-congress/house-bill/6243,114th Congress (2015-2016),,Comprehensive Fentanyl Control Act,"Rep. Donovan, Daniel M., Jr. [R-NY-11]",9/28/16,,,,1,"House - Energy and Commerce, Judiciary, Oversight and Government Reform",10/21/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6242,https://www.congress.gov/bill/114th-congress/house-bill/6242,114th Congress (2015-2016),,CEO Accountability and Responsibility Act,"Rep. DeSaulnier, Mark [D-CA-11]",9/28/16,,,,0,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6241,https://www.congress.gov/bill/114th-congress/house-bill/6241,114th Congress (2015-2016),,Reciprocity Ensures Streamlined Use of Lifesaving Treatments Act of 2016,"Rep. DeSantis, Ron [R-FL-6]",9/28/16,,,,1,"House - Energy and Commerce, Rules",9/28/16,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6240,https://www.congress.gov/bill/114th-congress/house-bill/6240,114th Congress (2015-2016),,Climate Solutions Commission Act of 2016,"Rep. Delaney, John K. [D-MD-6]",9/28/16,,,,7,"House - Energy and Commerce, Science, Space, and Technology",9/30/16,Referred to the Subcommittee on Environment.
H.R. 6239,https://www.congress.gov/bill/114th-congress/house-bill/6239,114th Congress (2015-2016),,HIGHER ED Act,"Rep. DeFazio, Peter A. [D-OR-4]",9/28/16,,,,0,"House - Education and the Workforce, Judiciary",10/18/16,"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law."
H.R. 6238,https://www.congress.gov/bill/114th-congress/house-bill/6238,114th Congress (2015-2016),,To direct the Secretary of the Treasury to establish a program for issuing identity protection personal identification numbers (IP PINs) to adopted children for purposes of tax administration.,"Rep. Davis, Rodney [R-IL-13]",9/28/16,,,,3,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6237,https://www.congress.gov/bill/114th-congress/house-bill/6237,114th Congress (2015-2016),,American Opportunity Tax Credit Reform Act,"Rep. Davis, Danny K. [D-IL-7]",9/28/16,,,,0,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6236,https://www.congress.gov/bill/114th-congress/house-bill/6236,114th Congress (2015-2016),,Innovations to Recruit and Retain Excellent Teachers Act,"Rep. Davis, Susan A. [D-CA-53]",9/28/16,,,,15,House - Education and the Workforce,9/28/16,Referred to the House Committee on Education and the Workforce.
H.R. 6235,https://www.congress.gov/bill/114th-congress/house-bill/6235,114th Congress (2015-2016),,"A bill to transfer certain land from the Secretary of the Army, and for other purposes.","Rep. Cramer, Kevin [R-ND-At Large]",9/28/16,,,,0,House - Transportation and Infrastructure,9/28/16,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6234,https://www.congress.gov/bill/114th-congress/house-bill/6234,114th Congress (2015-2016),,Private Corrado Piccoli Purple Heart Preservation Act of 2016,"Rep. Cook, Paul [R-CA-8]",9/28/16,,,,16,House - Judiciary,10/18/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6233,https://www.congress.gov/bill/114th-congress/house-bill/6233,114th Congress (2015-2016),,George W. Bush Childhood Home Study Act,"Rep. Conaway, K. Michael [R-TX-11]",9/28/16,,,,9,House - Natural Resources,10/7/16,Referred to the Subcommittee on Federal Lands.
H.R. 6232,https://www.congress.gov/bill/114th-congress/house-bill/6232,114th Congress (2015-2016),,SEEED Commission Act of 2016,"Rep. Cicilline, David N. [D-RI-1]",9/28/16,,,,1,House - Oversight and Government Reform,9/28/16,Referred to the House Committee on Oversight and Government Reform.
H.R. 6231,https://www.congress.gov/bill/114th-congress/house-bill/6231,114th Congress (2015-2016),,Making College More Affordable Act,"Rep. Cicilline, David N. [D-RI-1]",9/28/16,,,,10,House - Education and the Workforce,9/28/16,Referred to the House Committee on Education and the Workforce.
H.R. 6230,https://www.congress.gov/bill/114th-congress/house-bill/6230,114th Congress (2015-2016),,Social Security Safety Dividend Act of 2016,"Rep. Jackson Lee, Sheila [D-TX-18]",9/28/16,,,,4,"House - Ways and Means, Transportation and Infrastructure, Veterans' Affairs",10/19/16,Referred to the Subcommittee on Disability Assistance and Memorial Affairs.
H.R. 6229,https://www.congress.gov/bill/114th-congress/house-bill/6229,114th Congress (2015-2016),,MISSION ZERO Act,"Rep. Burgess, Michael C. [R-TX-26]",9/28/16,,,,3,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
H.R. 6228,https://www.congress.gov/bill/114th-congress/house-bill/6228,114th Congress (2015-2016),,To amend the Internal Revenue Code of 1986 to extend and modify the alternative fuel and alternative fuel mixture credits.,"Rep. Boustany, Charles W., Jr. [R-LA-3]",9/28/16,,,,0,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6227,https://www.congress.gov/bill/114th-congress/house-bill/6227,114th Congress (2015-2016),,Grid Cybersecurity Research and Development Act,"Rep. Bera, Ami [D-CA-7]",9/28/16,,,,1,"House - Science, Space, and Technology, Homeland Security, Energy and Commerce",9/30/16,Referred to the Subcommittee on Research and Technology.
H.R. 6226,https://www.congress.gov/bill/114th-congress/house-bill/6226,114th Congress (2015-2016),,PUSH Act of 2016,"Rep. Price, Tom [R-GA-6]",9/28/16,,,,20,"House - Ways and Means, Energy and Commerce",10/6/16,Referred to the Subcommittee on Health.
H.R. 6225,https://www.congress.gov/bill/114th-congress/house-bill/6225,114th Congress (2015-2016),,Ensuring Diverse Leadership at the Federal Reserve Act of 2016,"Rep. Beatty, Joyce [D-OH-3]",9/28/16,,,,5,House - Financial Services,9/28/16,Referred to the House Committee on Financial Services.
H.R. 6224,https://www.congress.gov/bill/114th-congress/house-bill/6224,114th Congress (2015-2016),,Enhancing Minority and Women Representation in NIH Medical Research Act of 2016,"Rep. Beatty, Joyce [D-OH-3]",9/28/16,,,,6,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
H.R. 6223,https://www.congress.gov/bill/114th-congress/house-bill/6223,114th Congress (2015-2016),,SAAFE Act,"Rep. Issa, Darrell E. [R-CA-49]",9/28/16,,,,1,House - Judiciary,10/18/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6222,https://www.congress.gov/bill/114th-congress/house-bill/6222,114th Congress (2015-2016),,Regulatory Fingerprints Act of 2016,"Rep. Young, David [R-IA-3]",9/28/16,,,,0,"House - Judiciary, Oversight and Government Reform",10/18/16,"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law."
H.R. 6221,https://www.congress.gov/bill/114th-congress/house-bill/6221,114th Congress (2015-2016),,"To award a Congressional Gold Medal to Don Stephens, President and Founder of Mercy Ships, in recognition of his 38 years of service as the leader of a humanitarian relief organization that exemplifies the compassionate character of America.","Rep. Gohmert, Louie [R-TX-1]",9/28/16,,,,23,House - Financial Services,9/28/16,Referred to the House Committee on Financial Services.
H.R. 6220,https://www.congress.gov/bill/114th-congress/house-bill/6220,114th Congress (2015-2016),,Providing Veterans Overdue Care Act of 2016,"Rep. Brownley, Julia [D-CA-26]",9/28/16,,,,15,House - Veterans' Affairs,10/6/16,Referred to the Subcommittee on Health.
H.R. 6219,https://www.congress.gov/bill/114th-congress/house-bill/6219,114th Congress (2015-2016),,Unsecured Server Act of 2016,"Rep. Roby, Martha [R-AL-2]",9/28/16,,,,0,"House - Oversight and Government Reform, Judiciary",10/18/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6218,https://www.congress.gov/bill/114th-congress/house-bill/6218,114th Congress (2015-2016),,"To clarify the boundary of Acadia National Park, and for other purposes.","Rep. Poliquin, Bruce [R-ME-2]",9/28/16,,,,0,House - Natural Resources,10/7/16,Referred to the Subcommittee on Federal Lands.
H.R. 6217,https://www.congress.gov/bill/114th-congress/house-bill/6217,114th Congress (2015-2016),,Police Protection Act of 2016,"Rep. Veasey, Marc A. [D-TX-33]",9/28/16,,,,0,"House - Judiciary, Armed Services",10/19/16,Referred to the Subcommittee on Readiness.
H.R. 6216,https://www.congress.gov/bill/114th-congress/house-bill/6216,114th Congress (2015-2016),,Preservation of Public Evidence Act of 2016,"Rep. Veasey, Marc A. [D-TX-33]",9/28/16,,,,0,House - Judiciary,10/18/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6215,https://www.congress.gov/bill/114th-congress/house-bill/6215,114th Congress (2015-2016),,Medicaid Gap Relief Act of 2016,"Rep. Veasey, Marc A. [D-TX-33]",9/28/16,,,,0,House - Ways and Means,10/6/16,Referred to the Subcommittee on Health.
H.R. 6214,https://www.congress.gov/bill/114th-congress/house-bill/6214,114th Congress (2015-2016),,Power And Security Systems (PASS) Act,"Rep. Pompeo, Mike [R-KS-4]",9/28/16,,,,0,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
H.R. 6213,https://www.congress.gov/bill/114th-congress/house-bill/6213,114th Congress (2015-2016),,"To direct the Community Development Financial Institutions Fund to perform an outreach program for the new markets tax credit to underserved communities, and for other purposes.","Rep. Heck, Denny [D-WA-10]",9/28/16,,,,6,"House - Ways and Means, Financial Services",9/28/16,"Referred to the Committee on Ways and Means, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6212,https://www.congress.gov/bill/114th-congress/house-bill/6212,114th Congress (2015-2016),,SCORE Act of 2016,"Rep. Cartwright, Matt [D-PA-17]",9/28/16,,,,7,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
H.R. 6211,https://www.congress.gov/bill/114th-congress/house-bill/6211,114th Congress (2015-2016),,Fair Housing for Domestic Violence and Sexual Assault Survivors Act of 2016,"Rep. Wasserman Schultz, Debbie [D-FL-23]",9/28/16,,,,41,House - Judiciary,10/18/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6210,https://www.congress.gov/bill/114th-congress/house-bill/6210,114th Congress (2015-2016),,Raising Accountability to Improve School Excellence Act,"Rep. Lawrence, Brenda L. [D-MI-14]",9/28/16,,,,0,House - Education and the Workforce,9/28/16,Referred to the House Committee on Education and the Workforce.
H.R. 6209,https://www.congress.gov/bill/114th-congress/house-bill/6209,114th Congress (2015-2016),,"To reauthorize the North Korean Human Rights Act of 2004, and for other purposes.","Rep. Ros-Lehtinen, Ileana [R-FL-27]",9/28/16,,,,5,House - Foreign Affairs,9/28/16,Referred to the House Committee on Foreign Affairs.
H.R. 6208,https://www.congress.gov/bill/114th-congress/house-bill/6208,114th Congress (2015-2016),,Combating European Anti-Semitism Act of 2016,"Rep. Lowey, Nita M. [D-NY-17]",9/28/16,,,,27,House - Foreign Affairs,9/28/16,Referred to the House Committee on Foreign Affairs.
H.R. 6207,https://www.congress.gov/bill/114th-congress/house-bill/6207,114th Congress (2015-2016),,ACTivate Act,"Rep. Valadao, David G. [R-CA-21]",9/28/16,,,,15,House - Veterans' Affairs,10/6/16,Referred to the Subcommittee on Health.
H.R. 6206,https://www.congress.gov/bill/114th-congress/house-bill/6206,114th Congress (2015-2016),,Second Chance for Students Act,"Rep. Foster, Bill [D-IL-11]",9/28/16,,,,0,House - Education and the Workforce,9/28/16,Referred to the House Committee on Education and the Workforce.
H.R. 6205,https://www.congress.gov/bill/114th-congress/house-bill/6205,114th Congress (2015-2016),,Public Service Loan Forgiveness Inclusion Act of 2016,"Rep. Foster, Bill [D-IL-11]",9/28/16,,,,4,House - Education and the Workforce,9/28/16,Referred to the House Committee on Education and the Workforce.
H.R. 6204,https://www.congress.gov/bill/114th-congress/house-bill/6204,114th Congress (2015-2016),,No Cost Educational Resources Act,"Rep. Foster, Bill [D-IL-11]",9/28/16,,,,0,House - Education and the Workforce,9/28/16,Referred to the House Committee on Education and the Workforce.
H.R. 6203,https://www.congress.gov/bill/114th-congress/house-bill/6203,114th Congress (2015-2016),,P3 Act,"Rep. Foster, Bill [D-IL-11]",9/28/16,,,,7,House - Education and the Workforce,9/28/16,Referred to the House Committee on Education and the Workforce.
H.R. 6202,https://www.congress.gov/bill/114th-congress/house-bill/6202,114th Congress (2015-2016),,Hudson River Protection Act,"Rep. Maloney, Sean Patrick [D-NY-18]",9/28/16,,,,1,House - Transportation and Infrastructure,9/28/16,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6201,https://www.congress.gov/bill/114th-congress/house-bill/6201,114th Congress (2015-2016),,Clean Water Healthy Communities Act,"Rep. Maloney, Sean Patrick [D-NY-18]",9/28/16,,,,0,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
