Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 6200,https://www.congress.gov/bill/114th-congress/house-bill/6200,114th Congress (2015-2016),,Ongoing Recovery and Conservation Awareness Act of 2016,"Rep. Heck, Denny [D-WA-10]",9/28/16,,,,2,"House - Oversight and Government Reform, Transportation and Infrastructure",9/28/16,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6199,https://www.congress.gov/bill/114th-congress/house-bill/6199,114th Congress (2015-2016),,Investing in Testing Act of 2016,"Rep. Maloney, Sean Patrick [D-NY-18]",9/28/16,,,,0,House - Energy and Commerce,9/28/16,Referred to the House Committee on Energy and Commerce.
H.R. 6198,https://www.congress.gov/bill/114th-congress/house-bill/6198,114th Congress (2015-2016),,"To provide that no alien may be naturalized as a citizen of the United States until such time as the Director of U.S. Immigration and Customs Enforcement completes the digitization of all remaining paper-based fingerprint records for inclusion in the Automated Biometric Identification System (IDENT) of the Department of Homeland Security, and for other purposes.","Rep. Culberson, John Abney [R-TX-7]",9/28/16,,,,7,House - Judiciary,10/18/16,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6197,https://www.congress.gov/bill/114th-congress/house-bill/6197,114th Congress (2015-2016),,Supporting America's Young Entrepreneurs Act of 2016,"Rep. Velazquez, Nydia M. [D-NY-7]",9/28/16,,,,3,"House - Education and the Workforce, Financial Services, Ways and Means, Small Business",9/28/16,"Referred to the Committee on Education and the Workforce, and in addition to the Committees on Financial Services, Ways and Means, and Small Business, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6196,https://www.congress.gov/bill/114th-congress/house-bill/6196,114th Congress (2015-2016),,Repeatedly Flooded Communities Preparation Act,"Rep. Royce, Edward R. [R-CA-39]",9/28/16,,,,2,House - Financial Services,9/28/16,Referred to the House Committee on Financial Services.
H.R. 6195,https://www.congress.gov/bill/114th-congress/house-bill/6195,114th Congress (2015-2016),,Free Speech Fairness Act,"Rep. Scalise, Steve [R-LA-1]",9/28/16,,,,19,House - Ways and Means,9/28/16,Referred to the House Committee on Ways and Means.
H.R. 6194,https://www.congress.gov/bill/114th-congress/house-bill/6194,114th Congress (2015-2016),,All Ballots Count Act of 2016,"Rep. Veasey, Marc A. [D-TX-33]",9/27/16,,,,5,House - House Administration,9/27/16,Referred to the House Committee on House Administration.
H.R. 6193,https://www.congress.gov/bill/114th-congress/house-bill/6193,114th Congress (2015-2016),,Freight Infrastructure Reinvestment Act of 2016,"Rep. Smith, Adam [D-WA-9]",9/27/16,,,,0,"House - Transportation and Infrastructure, Ways and Means",9/27/16,"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6192,https://www.congress.gov/bill/114th-congress/house-bill/6192,114th Congress (2015-2016),,Responsible Law Enforcement Acquisition Act of 2016,"Rep. Sanford, Mark [R-SC-1]",9/27/16,,,,0,"House - Armed Services, Judiciary",10/19/16,Referred to the Subcommittee on Readiness.
H.R. 6191,https://www.congress.gov/bill/114th-congress/house-bill/6191,114th Congress (2015-2016),,Student Loan Repayment Act of 2016,"Rep. Ross, Dennis A. [R-FL-15]",9/27/16,,,,0,House - Ways and Means,9/27/16,Referred to the House Committee on Ways and Means.
H.R. 6190,https://www.congress.gov/bill/114th-congress/house-bill/6190,114th Congress (2015-2016),,Chiricahua National Park Act,"Rep. McSally, Martha [R-AZ-2]",9/27/16,,,,0,House - Natural Resources,10/4/16,Referred to the Subcommittee on Federal Lands.
H.R. 6189,https://www.congress.gov/bill/114th-congress/house-bill/6189,114th Congress (2015-2016),,Buffalo Tract Protection Act,"Rep. Lujan Grisham, Michelle [D-NM-1]",9/27/16,,,,0,House - Natural Resources,10/4/16,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 6188,https://www.congress.gov/bill/114th-congress/house-bill/6188,114th Congress (2015-2016),,Early STEM Achievement Act,"Rep. Kuster, Ann M. [D-NH-2]",9/27/16,,,,6,House - Education and the Workforce,9/27/16,Referred to the House Committee on Education and the Workforce.
H.R. 6187,https://www.congress.gov/bill/114th-congress/house-bill/6187,114th Congress (2015-2016),,VET MD Act,"Rep. Kaptur, Marcy [D-OH-9]",9/27/16,,,,9,House - Veterans' Affairs,10/6/16,Referred to the Subcommittee on Health.
H.R. 6186,https://www.congress.gov/bill/114th-congress/house-bill/6186,114th Congress (2015-2016),,Follow the Rules Act,"Rep. Duffy, Sean P. [R-WI-7]",9/27/16,,,,9,House - Oversight and Government Reform,12/1/16,Received in the Senate.
H.R. 6185,https://www.congress.gov/bill/114th-congress/house-bill/6185,114th Congress (2015-2016),,Ellie's Law,"Rep. Clarke, Yvette D. [D-NY-9]",9/27/16,,,,1,House - Energy and Commerce,9/27/16,Referred to the House Committee on Energy and Commerce.
H.R. 6184,https://www.congress.gov/bill/114th-congress/house-bill/6184,114th Congress (2015-2016),,Medicare Enrollment Protection Act,"Rep. Dold, Robert J. [R-IL-10]",9/27/16,,,,3,"House - Energy and Commerce, Ways and Means, Education and the Workforce",10/4/16,Referred to the Subcommittee on Health.
H.R. 6183,https://www.congress.gov/bill/114th-congress/house-bill/6183,114th Congress (2015-2016),,Border Tax Equity Act of 2016,"Rep. Pascrell, Bill, Jr. [D-NJ-9]",9/27/16,,,,1,House - Ways and Means,10/4/16,Referred to the Subcommittee on Trade.
H.R. 6182,https://www.congress.gov/bill/114th-congress/house-bill/6182,114th Congress (2015-2016),,Water Quality Improvement Act of 2016,"Rep. Gibbs, Bob [R-OH-7]",9/27/16,,,,0,House - Transportation and Infrastructure,9/27/16,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6181,https://www.congress.gov/bill/114th-congress/house-bill/6181,114th Congress (2015-2016),,Increase Transportation Alternatives Investment Program,"Rep. Velazquez, Nydia M. [D-NY-7]",9/27/16,,,,3,House - Transportation and Infrastructure,9/27/16,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6180,https://www.congress.gov/bill/114th-congress/house-bill/6180,114th Congress (2015-2016),,Funding Local Schools Act,"Rep. Love, Mia B. [R-UT-4]",9/27/16,,,,2,House - Natural Resources,10/4/16,Referred to the Subcommittee on Federal Lands.
H.R. 6179,https://www.congress.gov/bill/114th-congress/house-bill/6179,114th Congress (2015-2016),,Restricting First Use of Nuclear Weapons Act of 2016,"Rep. Lieu, Ted [D-CA-33]",9/27/16,,,,2,House - Foreign Affairs,9/27/16,Referred to the House Committee on Foreign Affairs.
H.R. 6178,https://www.congress.gov/bill/114th-congress/house-bill/6178,114th Congress (2015-2016),,Fair Allocation of Highway Funds Act of 2016,"Rep. Foster, Bill [D-IL-11]",9/27/16,,,,1,House - Transportation and Infrastructure,9/27/16,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6177,https://www.congress.gov/bill/114th-congress/house-bill/6177,114th Congress (2015-2016),,Accountability in Rulemaking Act,"Rep. DeFazio, Peter A. [D-OR-4]",9/27/16,,,,0,"House - Judiciary, Oversight and Government Reform",10/11/16,"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law."
H.R. 6176,https://www.congress.gov/bill/114th-congress/house-bill/6176,114th Congress (2015-2016),,Export Control Reform Act,"Rep. Scalise, Steve [R-LA-1]",9/27/16,,,,82,House - Foreign Affairs,9/27/16,Referred to the House Committee on Foreign Affairs.
H.R. 6175,https://www.congress.gov/bill/114th-congress/house-bill/6175,114th Congress (2015-2016),,"To amend the Immigration and Nationality Act to facilitate the removal of aliens identified in the terrorist screening database, and for other purposes.","Rep. Duncan, Jeff [R-SC-3]",9/27/16,,,,4,House - Judiciary,10/11/16,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6174,https://www.congress.gov/bill/114th-congress/house-bill/6174,114th Congress (2015-2016),,Closing Loopholes for Orphan Drugs Act,"Rep. Welch, Peter [D-VT-At Large]",9/27/16,,,,2,House - Energy and Commerce,9/27/16,Referred to the House Committee on Energy and Commerce.
H.R. 6173,https://www.congress.gov/bill/114th-congress/house-bill/6173,114th Congress (2015-2016),,Transit Tax Credit Act of 2016,"Rep. Watson Coleman, Bonnie [D-NJ-12]",9/26/16,,,,24,House - Ways and Means,9/26/16,Referred to the House Committee on Ways and Means.
H.R. 6172,https://www.congress.gov/bill/114th-congress/house-bill/6172,114th Congress (2015-2016),,Campus Fire Safety Education Act of 2016,"Rep. Pascrell, Bill, Jr. [D-NJ-9]",9/26/16,,,,1,House - Education and the Workforce,9/26/16,Referred to the House Committee on Education and the Workforce.
H.R. 6171,https://www.congress.gov/bill/114th-congress/house-bill/6171,114th Congress (2015-2016),,To amend the Food and Nutrition Act of 2008 to eliminate the authority of the Secretary of Agriculture to grant a waiver from the work requirements for participation in the supplemental nutrition assistance program on account of an area's high unemployment rate or limited employment availability for individuals who reside in the area.,"Rep. Grothman, Glenn [R-WI-6]",9/26/16,,,,13,House - Agriculture,10/19/16,Referred to the Subcommittee on Nutrition.
H.R. 6170,https://www.congress.gov/bill/114th-congress/house-bill/6170,114th Congress (2015-2016),,"To amend the Safe Drinking Water Act with respect to the consolidation of public water systems, and for other purposes.","Rep. Garamendi, John [D-CA-3]",9/26/16,,,,0,House - Energy and Commerce,9/26/16,Referred to the House Committee on Energy and Commerce.
H.R. 6169,https://www.congress.gov/bill/114th-congress/house-bill/6169,114th Congress (2015-2016),,Ending Legacy Lawsuit Abuse Act,"Rep. Boustany, Charles W., Jr. [R-LA-3]",9/26/16,,,,0,"House - Transportation and Infrastructure, Judiciary",10/11/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 6168,https://www.congress.gov/bill/114th-congress/house-bill/6168,114th Congress (2015-2016),,Academic Success Centers and Education Networks for Dreamers (ASCEND) Act,"Rep. Aguilar, Pete [D-CA-31]",9/26/16,,,,19,House - Education and the Workforce,9/26/16,Referred to the House Committee on Education and the Workforce.
H.R. 6167,https://www.congress.gov/bill/114th-congress/house-bill/6167,114th Congress (2015-2016),,FRAME Act of 2016,"Rep. Crawford, Eric A. ""Rick"" [R-AR-1]",9/26/16,,,,9,House - Ways and Means,9/26/16,Referred to the House Committee on Ways and Means.
H.R. 6166,https://www.congress.gov/bill/114th-congress/house-bill/6166,114th Congress (2015-2016),,Emergency East Chicago Housing Relief Act of 2016,"Rep. Young, Todd C. [R-IN-9]",9/26/16,,,,3,House - Ways and Means,9/26/16,Referred to the House Committee on Ways and Means.
H.R. 6165,https://www.congress.gov/bill/114th-congress/house-bill/6165,114th Congress (2015-2016),,Improving Broadband Access for Veterans Act of 2016,"Rep. McNerney, Jerry [D-CA-9]",9/26/16,,,,0,House - Energy and Commerce,9/26/16,Referred to the House Committee on Energy and Commerce.
H.R. 6164,https://www.congress.gov/bill/114th-congress/house-bill/6164,114th Congress (2015-2016),,Inclusive Campuses Act,"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]",9/26/16,,,,20,House - Education and the Workforce,9/26/16,Referred to the House Committee on Education and the Workforce.
H.R. 6163,https://www.congress.gov/bill/114th-congress/house-bill/6163,114th Congress (2015-2016),,Federal Benefits Fairness and Restoration Act of 2016,"Rep. Watson Coleman, Bonnie [D-NJ-12]",9/22/16,,,,0,"House - Ways and Means, Agriculture",10/19/16,Referred to the Subcommittee on Nutrition.
H.R. 6162,https://www.congress.gov/bill/114th-congress/house-bill/6162,114th Congress (2015-2016),,Protect Prepaid Accounts Act of 2016,"Rep. Tipton, Scott  R. [R-CO-3]",9/22/16,,,,0,House - Financial Services,9/27/16,Hearings Held by the Subcommittee on Financial Institutions and Consumer Credit Prior to Referral.
H.R. 6161,https://www.congress.gov/bill/114th-congress/house-bill/6161,114th Congress (2015-2016),,Federal Funding Accountability for Sexual Harassers Act,"Rep. Speier, Jackie [D-CA-14]",9/22/16,,,,9,"House - Education and the Workforce, Science, Space, and Technology, Budget",9/30/16,Referred to the Subcommittee on Research and Technology.
H.R. 6160,https://www.congress.gov/bill/114th-congress/house-bill/6160,114th Congress (2015-2016),,Chief Manufacturing Officer Act,"Rep. Ryan, Tim [D-OH-13]",9/22/16,,,,4,House - Energy and Commerce,9/22/16,Referred to the House Committee on Energy and Commerce.
H.R. 6159,https://www.congress.gov/bill/114th-congress/house-bill/6159,114th Congress (2015-2016),,To amend the Internal Revenue Code of 1986 to exempt premiums paid on non-cash-value property and casualty insurance from the taxes to enforce reporting on certain foreign accounts.,"Rep. Royce, Edward R. [R-CA-39]",9/22/16,,,,5,House - Ways and Means,9/22/16,Referred to the House Committee on Ways and Means.
H.R. 6158,https://www.congress.gov/bill/114th-congress/house-bill/6158,114th Congress (2015-2016),,HELP Act of 2016,"Rep. Reed, Tom [R-NY-23]",9/22/16,,,,4,"House - Judiciary, Energy and Commerce",10/11/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6157,https://www.congress.gov/bill/114th-congress/house-bill/6157,114th Congress (2015-2016),,Contact Lens Consumer Health Protection Act of 2016,"Rep. Olson, Pete [R-TX-22]",9/22/16,,,,2,House - Energy and Commerce,9/22/16,Referred to the House Committee on Energy and Commerce.
H.R. 6156,https://www.congress.gov/bill/114th-congress/house-bill/6156,114th Congress (2015-2016),,Local Wilderness Management Act,"Rep. Meadows, Mark [R-NC-11]",9/22/16,,,,0,"House - Natural Resources, Agriculture",10/19/16,Referred to the Subcommittee on Conservation and Forestry.
H.R. 6155,https://www.congress.gov/bill/114th-congress/house-bill/6155,114th Congress (2015-2016),,Ensuring Safety of Federal Wilderness Areas Act of 2016,"Rep. Meadows, Mark [R-NC-11]",9/22/16,,,,0,"House - Natural Resources, Agriculture",10/19/16,Referred to the Subcommittee on Conservation and Forestry.
H.R. 6154,https://www.congress.gov/bill/114th-congress/house-bill/6154,114th Congress (2015-2016),,Reducing Lead in Drinking Water Act,"Rep. McNerney, Jerry [D-CA-9]",9/22/16,,,,0,House - Energy and Commerce,9/22/16,Referred to the House Committee on Energy and Commerce.
H.R. 6153,https://www.congress.gov/bill/114th-congress/house-bill/6153,114th Congress (2015-2016),,"To provide installation reutilization authority for arsenals, depots, and plants.","Rep. Loebsack, David [D-IA-2]",9/22/16,,,,3,House - Armed Services,10/19/16,Referred to the Subcommittee on Readiness.
H.R. 6152,https://www.congress.gov/bill/114th-congress/house-bill/6152,114th Congress (2015-2016),,Help Communities Fight Violent Crime Act,"Rep. Kildee, Daniel T. [D-MI-5]",9/22/16,,,,0,"House - Judiciary, Appropriations",10/11/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6151,https://www.congress.gov/bill/114th-congress/house-bill/6151,114th Congress (2015-2016),,Keep Student Veterans in Their Homes Act of 2016,"Rep. Kildee, Daniel T. [D-MI-5]",9/22/16,,,,0,House - Veterans' Affairs,10/6/16,Referred to the Subcommittee on Economic Opportunity.
