Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 6473,https://www.congress.gov/bill/116th-congress/house-bill/6473,116th Congress (2019-2020),,Patriot Retention Act,"Rep. Wenstrup, Brad R. [R-OH-2]",4/7/20,,,,0,House - Armed Services,4/7/20,Referred to the House Committee on Armed Services.
H.R. 6472,https://www.congress.gov/bill/116th-congress/house-bill/6472,116th Congress (2019-2020),,COVID-19 Price Gouging Prevention Act,"Rep. Schakowsky, Janice D. [D-IL-9]",4/7/20,,,,28,House - Energy and Commerce,4/7/20,Referred to the House Committee on Energy and Commerce.
H.R. 6471,https://www.congress.gov/bill/116th-congress/house-bill/6471,116th Congress (2019-2020),,Dr. Li Wenliang Congressional Gold Medal Act,"Rep. Roy, Chip [R-TX-21]",4/7/20,,,,7,"House - Financial Services, House Administration",4/7/20,"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6470,https://www.congress.gov/bill/116th-congress/house-bill/6470,116th Congress (2019-2020),,Medical Debt Relief Act of 2020,"Rep. Porter, Katie [D-CA-45]",4/7/20,,,,68,House - Financial Services,4/7/20,Referred to the House Committee on Financial Services.
H.R. 6469,https://www.congress.gov/bill/116th-congress/house-bill/6469,116th Congress (2019-2020),,"To deauthorize a portion of the project for flood control and navigation, San Diego River and Mission Bay, San Diego County, California.","Rep. Peters, Scott H. [D-CA-52]",4/7/20,,,,0,House - Transportation and Infrastructure,4/8/20,Referred to the Subcommittee on Water Resources and Environment.
H.R. 6468,https://www.congress.gov/bill/116th-congress/house-bill/6468,116th Congress (2019-2020),,Coronavirus Assistance for States Act,"Rep. Perlmutter, Ed [D-CO-7]",4/7/20,,,,3,House - Oversight and Reform,4/7/20,Referred to the House Committee on Oversight and Reform.
H.R. 6467,https://www.congress.gov/bill/116th-congress/house-bill/6467,116th Congress (2019-2020),,Coronavirus Community Relief Act,"Rep. Neguse, Joe [D-CO-2]",4/7/20,,,,143,House - Oversight and Reform,4/7/20,Referred to the House Committee on Oversight and Reform.
H.R. 6466,https://www.congress.gov/bill/116th-congress/house-bill/6466,116th Congress (2019-2020),,Integrated Disability Evaluation System Accountability Act of 2020,"Rep. Mast, Brian J. [R-FL-18]",4/7/20,,,,1,House - Armed Services,4/7/20,Referred to the House Committee on Armed Services.
H.R. 6465,https://www.congress.gov/bill/116th-congress/house-bill/6465,116th Congress (2019-2020),,To waive certain provisions in the case of an emergency declaration under the Robert T. Stafford Disaster Relief and Emergency Assistance Act.,"Rep. Gonzalez-Colon, Jenniffer [R-PR-At Large]",4/7/20,,,,4,House - Transportation and Infrastructure,4/8/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H.R. 6464,https://www.congress.gov/bill/116th-congress/house-bill/6464,116th Congress (2019-2020),,Improving Access to Jobs Act,"Rep. Garcia, Jesus G. ""Chuy"" [D-IL-4]",4/7/20,,,,14,House - Transportation and Infrastructure,4/8/20,Referred to the Subcommittee on Highways and Transit.
H.R. 6463,https://www.congress.gov/bill/116th-congress/house-bill/6463,116th Congress (2019-2020),,Improving Access to Services Act,"Rep. Garcia, Jesus G. ""Chuy"" [D-IL-4]",4/7/20,,,,14,House - Transportation and Infrastructure,4/7/20,Referred to the House Committee on Transportation and Infrastructure.
H.R. 6462,https://www.congress.gov/bill/116th-congress/house-bill/6462,116th Congress (2019-2020),,Emergency Medicaid for Coronavirus Treatment Act,"Rep. Gallego, Ruben [D-AZ-7]",4/7/20,,,,1,House - Energy and Commerce,4/7/20,Referred to the House Committee on Energy and Commerce.
H.R. 6461,https://www.congress.gov/bill/116th-congress/house-bill/6461,116th Congress (2019-2020),,IPO Act,"Rep. Gabbard, Tulsi [D-HI-2]",4/7/20,,,,0,"House - Financial Services, Agriculture, Oversight and Reform, House Administration, Judiciary",4/7/20,"Referred to the Committee on Financial Services, and in addition to the Committees on Agriculture, Oversight and Reform, House Administration, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6460,https://www.congress.gov/bill/116th-congress/house-bill/6460,116th Congress (2019-2020),,To provide funding for needed child and adult care so that essential workers can report to work during the COVID-19 pandemic.,"Rep. Davis, Danny K. [D-IL-7]",4/7/20,,,,14,House - Ways and Means,4/7/20,Referred to the House Committee on Ways and Means.
H.R. 6459,https://www.congress.gov/bill/116th-congress/house-bill/6459,116th Congress (2019-2020),,Small Cities and Towns Investment Act,"Rep. Craig, Angie [D-MN-2]",4/7/20,,,,16,House - Agriculture,4/7/20,Referred to the House Committee on Agriculture.
H.R. 6458,https://www.congress.gov/bill/116th-congress/house-bill/6458,116th Congress (2019-2020),,Small Business Investor Tax Parity Act of 2020,"Rep. Boyle, Brendan F. [D-PA-2]",4/7/20,,,,1,House - Ways and Means,4/7/20,Referred to the House Committee on Ways and Means.
H.R. 6457,https://www.congress.gov/bill/116th-congress/house-bill/6457,116th Congress (2019-2020),,Disaster and Emergency Pricing Abuse Prevention Act,"Rep. Cleaver, Emanuel [D-MO-5]",4/7/20,,,,0,House - Energy and Commerce,4/7/20,Referred to the House Committee on Energy and Commerce.
H.R. 6456,https://www.congress.gov/bill/116th-congress/house-bill/6456,116th Congress (2019-2020),,Serving Rural America Act,"Rep. Wittman, Robert J. [R-VA-1]",4/7/20,,,,2,House - Energy and Commerce,4/7/20,Referred to the House Committee on Energy and Commerce.
H.R. 6455,https://www.congress.gov/bill/116th-congress/house-bill/6455,116th Congress (2019-2020),,COVID-19 Commission Act,"Rep. Thompson, Bennie G. [D-MS-2]",4/3/20,,,,25,House - Energy and Commerce,4/3/20,Referred to the House Committee on Energy and Commerce.
H.R. 6454,https://www.congress.gov/bill/116th-congress/house-bill/6454,116th Congress (2019-2020),,Equity for Disaster Victims Act of 2020,"Rep. Smith, Christopher H. [R-NJ-4]",4/3/20,,,,1,House - Transportation and Infrastructure,4/6/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H.R. 6453,https://www.congress.gov/bill/116th-congress/house-bill/6453,116th Congress (2019-2020),,"To direct the Director of the Federal Bureau of Investigation to report the number of background checks conducted by the National Instant Criminal Background Check System during the month of March 2019 and during the COVID-19 public health emergency, and for other purposes.","Rep. Quigley, Mike [D-IL-5]",4/3/20,,,,16,House - Judiciary,4/3/20,Referred to the House Committee on the Judiciary.
H.R. 6452,https://www.congress.gov/bill/116th-congress/house-bill/6452,116th Congress (2019-2020),,Railroad Rehabilitation and Improvement Financing Equity Act,"Rep. Perlmutter, Ed [D-CO-7]",4/3/20,,,,4,House - Transportation and Infrastructure,4/6/20,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials."
H.R. 6451,https://www.congress.gov/bill/116th-congress/house-bill/6451,116th Congress (2019-2020),,Fair Coronavirus Credit Reporting Act of 2020,"Rep. Neguse, Joe [D-CO-2]",4/3/20,,,,0,House - Financial Services,4/3/20,Referred to the House Committee on Financial Services.
H.R. 6450,https://www.congress.gov/bill/116th-congress/house-bill/6450,116th Congress (2019-2020),,Price Gouging Prevention Act,"Rep. Neguse, Joe [D-CO-2]",4/3/20,,,,2,House - Energy and Commerce,4/3/20,Referred to the House Committee on Energy and Commerce.
H.R. 6449,https://www.congress.gov/bill/116th-congress/house-bill/6449,116th Congress (2019-2020),,Food and Necessities During Public Emergencies Act of 2020,"Rep. Neguse, Joe [D-CO-2]",4/3/20,,,,5,House - Agriculture,4/3/20,Referred to the House Committee on Agriculture.
H.R. 6448,https://www.congress.gov/bill/116th-congress/house-bill/6448,116th Congress (2019-2020),,Indian Health Service Health Professions Tax Fairness Act of 2020,"Rep. Moore, Gwen [D-WI-4]",4/3/20,,,,2,House - Ways and Means,4/3/20,Referred to the House Committee on Ways and Means.
H.R. 6447,https://www.congress.gov/bill/116th-congress/house-bill/6447,116th Congress (2019-2020),,Northern Border Regional Commission Financial Flexibility Act,"Rep. Kuster, Ann M. [D-NH-2]",4/3/20,,,,7,"House - Transportation and Infrastructure, Financial Services",4/6/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H.R. 6446,https://www.congress.gov/bill/116th-congress/house-bill/6446,116th Congress (2019-2020),,"To allow the President to temporarily suspend activities relating to the 2020 decennial census of population, and for other purposes.","Rep. Higgins, Clay [R-LA-3]",4/3/20,,,,0,House - Oversight and Reform,4/3/20,Referred to the House Committee on Oversight and Reform.
H.R. 6445,https://www.congress.gov/bill/116th-congress/house-bill/6445,116th Congress (2019-2020),,Food Assistance for Kids and Families During COVID-19 Act of 2020,"Rep. Hayes, Jahana [D-CT-5]",4/3/20,,,,23,"House - Transportation and Infrastructure, Agriculture, Education and Labor, Budget",4/6/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H.R. 6444,https://www.congress.gov/bill/116th-congress/house-bill/6444,116th Congress (2019-2020),,Stop COVID Act of 2020,"Rep. Gooden, Lance [R-TX-5]",4/3/20,,,,2,House - Judiciary,4/3/20,Referred to the House Committee on the Judiciary.
H.R. 6443,https://www.congress.gov/bill/116th-congress/house-bill/6443,116th Congress (2019-2020),,Securing the National Supply Chain Act of 2020,"Rep. Gonzalez-Colon, Jenniffer [R-PR-At Large]",4/3/20,,,,5,House - Ways and Means,4/3/20,Referred to the House Committee on Ways and Means.
H.R. 6442,https://www.congress.gov/bill/116th-congress/house-bill/6442,116th Congress (2019-2020),,Providing Americans Insured Days of Leave Act of 2020,"Rep. DeLauro, Rosa L. [D-CT-3]",4/3/20,,,,37,"House - Education and Labor, Ways and Means, Oversight and Reform, House Administration, Judiciary",4/3/20,"Referred to the Committee on Education and Labor, and in addition to the Committees on Ways and Means, Oversight and Reform, House Administration, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6441,https://www.congress.gov/bill/116th-congress/house-bill/6441,116th Congress (2019-2020),,Protecting Civil Employment for Our National Guard Act,"Rep. Davis, Rodney [R-IL-13]",4/3/20,,,,0,House - Oversight and Reform,4/3/20,Referred to the House Committee on Oversight and Reform.
H.R. 6440,https://www.congress.gov/bill/116th-congress/house-bill/6440,116th Congress (2019-2020),,Pandemic Rapid Response Act,"Rep. Davis, Rodney [R-IL-13]",4/3/20,,,,14,House - Energy and Commerce,4/3/20,Referred to the House Committee on Energy and Commerce.
H.R. 6439,https://www.congress.gov/bill/116th-congress/house-bill/6439,116th Congress (2019-2020),,Hazard Pay Expansion Act,"Rep. Cunningham, Joe [D-SC-1]",4/3/20,,,,3,House - Armed Services,4/3/20,Referred to the House Committee on Armed Services.
H.R. 6438,https://www.congress.gov/bill/116th-congress/house-bill/6438,116th Congress (2019-2020),,To allow 2020 recovery rebates to be made on the basis of an individual's taxpayer identification number.,"Rep. Correa, J. Luis [D-CA-46]",4/3/20,,,,53,House - Ways and Means,4/3/20,Referred to the House Committee on Ways and Means.
H.R. 6437,https://www.congress.gov/bill/116th-congress/house-bill/6437,116th Congress (2019-2020),,Coronavirus Immigrant Families Protection Act,"Rep. Chu, Judy [D-CA-27]",4/3/20,,,,61,"House - Energy and Commerce, Judiciary, Transportation and Infrastructure, Ways and Means",4/6/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H.R. 6436,https://www.congress.gov/bill/116th-congress/house-bill/6436,116th Congress (2019-2020),,Police and Fire Health Care Protection Act of 2020,"Rep. Chabot, Steve [R-OH-1]",4/3/20,,,,1,House - Ways and Means,4/3/20,Referred to the House Committee on Ways and Means.
H.R. 6435,https://www.congress.gov/bill/116th-congress/house-bill/6435,116th Congress (2019-2020),,Combating Pandemic Scams Act of 2020,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",4/3/20,,,,3,House - Energy and Commerce,4/3/20,Referred to the House Committee on Energy and Commerce.
H.R. 6434,https://www.congress.gov/bill/116th-congress/house-bill/6434,116th Congress (2019-2020),,Small Transit Communities Modernization Act,"Rep. Carbajal, Salud O. [D-CA-24]",4/3/20,,,,0,House - Transportation and Infrastructure,4/6/20,Referred to the Subcommittee on Highways and Transit.
H.R. 6433,https://www.congress.gov/bill/116th-congress/house-bill/6433,116th Congress (2019-2020),,To provide an exclusion from gross income for certain qualified first responders.,"Rep. Huizenga, Bill [R-MI-2]",4/3/20,,,,17,House - Ways and Means,4/3/20,Referred to the House Committee on Ways and Means.
H.R. 6432,https://www.congress.gov/bill/116th-congress/house-bill/6432,116th Congress (2019-2020),,"To direct the Secretary of Health and Human Services to establish a task force to conduct a study on physician shortages, including barriers to physicians trained abroad practicing in the United States, and for other purposes.","Rep. Cardenas, Tony [D-CA-29]",4/3/20,,,,9,House - Energy and Commerce,4/3/20,Referred to the House Committee on Energy and Commerce.
H.R. 6431,https://www.congress.gov/bill/116th-congress/house-bill/6431,116th Congress (2019-2020),,Made in America Emergency Preparedness Act,"Rep. Fitzpatrick, Brian K. [R-PA-1]",4/3/20,,,,16,"House - Transportation and Infrastructure, Ways and Means, Oversight and Reform, Homeland Security, Energy and Commerce, Armed Services",4/6/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H.R. 6430,https://www.congress.gov/bill/116th-congress/house-bill/6430,116th Congress (2019-2020),,Suspend School Meal Debt Act,"Rep. Omar, Ilhan [D-MN-5]",4/3/20,,,,32,House - Education and Labor,4/3/20,Referred to the House Committee on Education and Labor.
H.R. 6429,https://www.congress.gov/bill/116th-congress/house-bill/6429,116th Congress (2019-2020),,National Commission on COVID-19 Act,"Rep. Murphy, Stephanie N. [D-FL-7]",4/3/20,,,,1,"House - Energy and Commerce, Financial Services, Transportation and Infrastructure",4/6/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H.R. 6428,https://www.congress.gov/bill/116th-congress/house-bill/6428,116th Congress (2019-2020),,Health Care Worker and First Responder Social Security Beneficiaries Choice Act,"Rep. Rouda, Harley [D-CA-48]",4/3/20,,,,7,House - Ways and Means,4/3/20,Referred to the House Committee on Ways and Means.
H.R. 6427,https://www.congress.gov/bill/116th-congress/house-bill/6427,116th Congress (2019-2020),,PANDEMIC Act of 2020,"Rep. Keller, Fred [R-PA-12]",4/3/20,,,,8,House - Judiciary,4/3/20,Referred to the House Committee on the Judiciary.
H.R. 6426,https://www.congress.gov/bill/116th-congress/house-bill/6426,116th Congress (2019-2020),,"To direct the Secretary of Health and Human Services to establish a program under which loans shall be made to certain health care organizations to assist such organizations with anticipated revenue loss or higher operating costs as a result of the COVID-19 emergency, and for other purposes.","Rep. Rose, Max [D-NY-11]",3/31/20,,,,0,House - Energy and Commerce,3/31/20,Referred to the House Committee on Energy and Commerce.
H.R. 6425,https://www.congress.gov/bill/116th-congress/house-bill/6425,116th Congress (2019-2020),,Protect Our Post Offices Act,"Rep. Neguse, Joe [D-CO-2]",3/31/20,,,,69,"House - Appropriations, Budget",3/31/20,"Referred to the Committee on Appropriations, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6424,https://www.congress.gov/bill/116th-congress/house-bill/6424,116th Congress (2019-2020),,"To extend the charitable deduction to all taxpayers regardless of whether a taxpayer itemizes deductions in order to encourage and increase charitable giving, and to provide for loans and loan guarantees to certain public charities.","Rep. Moulton, Seth [D-MA-6]",3/31/20,,,,1,House - Ways and Means,3/31/20,Referred to the House Committee on Ways and Means.
H.R. 6423,https://www.congress.gov/bill/116th-congress/house-bill/6423,116th Congress (2019-2020),,"To provide for a temporary debt collection moratorium during the COVID-19 emergency period, and for other purposes.","Rep. Lawson, Al, Jr. [D-FL-5]",3/31/20,,,,0,House - Financial Services,3/31/20,Referred to the House Committee on Financial Services.
H.R. 6422,https://www.congress.gov/bill/116th-congress/house-bill/6422,116th Congress (2019-2020),,National Infrastructure Bank Act of 2020,"Rep. Davis, Danny K. [D-IL-7]",3/31/20,,,,1,"House - Energy and Commerce, Transportation and Infrastructure, Financial Services, Education and Labor, Natural Resources, Budget",3/31/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Transportation and Infrastructure, Financial Services, Education and Labor, Natural Resources, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6421,https://www.congress.gov/bill/116th-congress/house-bill/6421,116th Congress (2019-2020),,Li Wenliang Global Public Health Accountability Act of 2020,"Rep. Curtis, John R. [R-UT-3]",3/31/20,,,,8,"House - Foreign Affairs, Judiciary",3/31/20,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6420,https://www.congress.gov/bill/116th-congress/house-bill/6420,116th Congress (2019-2020),,All Dependent Children Count Act,"Rep. Craig, Angie [D-MN-2]",3/31/20,,,,147,House - Ways and Means,3/31/20,Referred to the House Committee on Ways and Means.
H.R. 6419,https://www.congress.gov/bill/116th-congress/house-bill/6419,116th Congress (2019-2020),,Senior Legal Hotline Act of 2020,"Rep. Cartwright, Matt [D-PA-8]",3/31/20,,,,10,House - Education and Labor,3/31/20,Referred to the House Committee on Education and Labor.
H.R. 6418,https://www.congress.gov/bill/116th-congress/house-bill/6418,116th Congress (2019-2020),,"To designate the facility of the United States Postal Service located at 509 Fairhope Avenue in Fairhope, Alabama, as the ""William 'Jack' Jackson Edwards III Post Office Building"".","Rep. Byrne, Bradley [R-AL-1]",3/31/20,,,,6,House - Oversight and Reform,3/31/20,Referred to the House Committee on Oversight and Reform.
H.R. 6417,https://www.congress.gov/bill/116th-congress/house-bill/6417,116th Congress (2019-2020),,Protecting Cures Act of 2020,"Rep. Schakowsky, Janice D. [D-IL-9]",3/31/20,,,,11,House - Energy and Commerce,3/31/20,Referred to the House Committee on Energy and Commerce.
H.R. 6416,https://www.congress.gov/bill/116th-congress/house-bill/6416,116th Congress (2019-2020),,Mobilizing America to Help Act,"Rep. Quigley, Mike [D-IL-5]",3/27/20,,,,16,House - Foreign Affairs,3/27/20,Referred to the House Committee on Foreign Affairs.
H.R. 6415,https://www.congress.gov/bill/116th-congress/house-bill/6415,116th Congress (2019-2020),,Inspire to Serve Act of 2020,"Rep. Panetta, Jimmy [D-CA-20]",3/27/20,,,,8,"House - Education and Labor, Armed Services, Foreign Affairs, Agriculture, Natural Resources, Ways and Means, Oversight and Reform, Veterans' Affairs, Homeland Security, Intelligence (Permanent), House Administration, Judiciary, Energy and Commerce",4/13/20,Referred to the Subcommittee for Indigenous Peoples of the United States.
H.R. 6414,https://www.congress.gov/bill/116th-congress/house-bill/6414,116th Congress (2019-2020),,COVID-19 Correctional Facility Emergency Response Act of 2020,"Rep. Nadler, Jerrold [D-NY-10]",3/27/20,,,,7,House - Judiciary,3/27/20,Referred to the House Committee on the Judiciary.
H.R. 6413,https://www.congress.gov/bill/116th-congress/house-bill/6413,116th Congress (2019-2020),,Coronavirus Credit Lapse Forgiveness Act,"Rep. Murphy, Gregory [R-NC-3]",3/27/20,,,,0,House - Financial Services,3/27/20,Referred to the House Committee on Financial Services.
H.R. 6412,https://www.congress.gov/bill/116th-congress/house-bill/6412,116th Congress (2019-2020),,"To amend title 10, United States Code, to extend certain morale, welfare, and recreation privileges to recipients of the gold star lapel button.","Rep. Mucarsel-Powell, Debbie [D-FL-26]",3/27/20,,,,2,House - Armed Services,3/27/20,Referred to the House Committee on Armed Services.
H.R. 6411,https://www.congress.gov/bill/116th-congress/house-bill/6411,116th Congress (2019-2020),,Emergency Advance Refill Notification Act of 2020,"Rep. McBath, Lucy [D-GA-6]",3/27/20,,,,1,"House - Energy and Commerce, Ways and Means, Education and Labor",3/27/20,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, and Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6410,https://www.congress.gov/bill/116th-congress/house-bill/6410,116th Congress (2019-2020),,To direct the President to use authority under the Defense Production Act of 1950 to ensure an adequate supply of equipment necessary for limiting the spread of COVID-19.,"Rep. Larson, John B. [D-CT-1]",3/27/20,,,,0,House - Financial Services,3/27/20,Referred to the House Committee on Financial Services.
H.R. 6409,https://www.congress.gov/bill/116th-congress/house-bill/6409,116th Congress (2019-2020),,ABLE Act of 2020,"Rep. Omar, Ilhan [D-MN-5]",3/27/20,,,,4,"House - Ways and Means, Small Business",3/27/20,"Referred to the Committee on Ways and Means, and in addition to the Committee on Small Business, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6408,https://www.congress.gov/bill/116th-congress/house-bill/6408,116th Congress (2019-2020),,"To extend the charitable deduction to all taxpayers regardless of whether a taxpayer itemizes deductions in order to encourage and increase charitable giving, and to provide for loans and loan guarantees to certain public charities.","Rep. Moulton, Seth [D-MA-6]",3/27/20,,,,31,House - Ways and Means,3/27/20,Referred to the House Committee on Ways and Means.
H.R. 6407,https://www.congress.gov/bill/116th-congress/house-bill/6407,116th Congress (2019-2020),,"To rescind the appropriation made to the Kennedy Center in the Coronavirus Aid, Relief, and Economic Security Act.","Rep. Steil, Bryan [R-WI-1]",3/27/20,,,,43,House - Appropriations,3/27/20,Referred to the House Committee on Appropriations.
H.R. 6406,https://www.congress.gov/bill/116th-congress/house-bill/6406,116th Congress (2019-2020),,American-Made Protection for Healthcare Workers and First Responders Act,"Rep. Yoho, Ted S. [R-FL-3]",3/26/20,,,,1,"House - Energy and Commerce, Oversight and Reform, Transportation and Infrastructure",3/27/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H.R. 6405,https://www.congress.gov/bill/116th-congress/house-bill/6405,116th Congress (2019-2020),,Chinese Government COVID-19 Accountability Act,"Rep. Steube, W. Gregory [R-FL-17]",3/26/20,,,,8,House - Foreign Affairs,3/26/20,Referred to the House Committee on Foreign Affairs.
H.R. 6404,https://www.congress.gov/bill/116th-congress/house-bill/6404,116th Congress (2019-2020),,COVID-19 REAL ID Relief Act of 2020,"Rep. Smith, Christopher H. [R-NJ-4]",3/26/20,,,,1,House - Oversight and Reform,3/26/20,Referred to the House Committee on Oversight and Reform.
H.R. 6403,https://www.congress.gov/bill/116th-congress/house-bill/6403,116th Congress (2019-2020),,New Business Preservation Act,"Rep. Phillips, Dean [D-MN-3]",3/26/20,,,,3,House - Financial Services,3/26/20,Referred to the House Committee on Financial Services.
H.R. 6402,https://www.congress.gov/bill/116th-congress/house-bill/6402,116th Congress (2019-2020),,COVID-19 Workforce Emergency Response Act,"Rep. Levin, Andy [D-MI-9]",3/26/20,,,,0,House - Education and Labor,3/26/20,Referred to the House Committee on Education and Labor.
H.R. 6401,https://www.congress.gov/bill/116th-congress/house-bill/6401,116th Congress (2019-2020),,Ban Conflicted Trading Act,"Rep. Krishnamoorthi, Raja [D-IL-8]",3/26/20,,,,2,"House - Financial Services, Agriculture, House Administration",3/26/20,"Referred to the Committee on Financial Services, and in addition to the Committees on Agriculture, and House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6400,https://www.congress.gov/bill/116th-congress/house-bill/6400,116th Congress (2019-2020),,Emergency Community Supervision Act,"Rep. Jeffries, Hakeem S. [D-NY-8]",3/26/20,,,,30,House - Judiciary,3/26/20,Referred to the House Committee on the Judiciary.
H.R. 6399,https://www.congress.gov/bill/116th-congress/house-bill/6399,116th Congress (2019-2020),,SAVE Act of 2020,"Rep. Hill, J. French [R-AR-2]",3/26/20,,,,3,House - Financial Services,3/26/20,Referred to the House Committee on Financial Services.
H.R. 6398,https://www.congress.gov/bill/116th-congress/house-bill/6398,116th Congress (2019-2020),,Frontline Health Care Workers Assistance Act,"Rep. Crow, Jason [D-CO-6]",3/26/20,,,,58,"House - Financial Services, Transportation and Infrastructure",3/27/20,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
H.R. 6397,https://www.congress.gov/bill/116th-congress/house-bill/6397,116th Congress (2019-2020),,Coronavirus Emergency Student Loan Refinancing Act,"Rep. Courtney, Joe [D-CT-2]",3/26/20,,,,59,House - Education and Labor,3/26/20,Referred to the House Committee on Education and Labor.
H.R. 6396,https://www.congress.gov/bill/116th-congress/house-bill/6396,116th Congress (2019-2020),,To provide tax and regulatory relief and health care flexibility to individuals and businesses affected by the 2020 coronavirus pandemic.,"Rep. Biggs, Andy [R-AZ-5]",3/26/20,,,,5,"House - Ways and Means, Education and Labor, Oversight and Reform, House Administration, Energy and Commerce, Small Business, Judiciary, Financial Services, Veterans' Affairs, Agriculture",3/26/20,"Referred to the Committee on Ways and Means, and in addition to the Committees on Education and Labor, Oversight and Reform, House Administration, Energy and Commerce, Small Business, the Judiciary, Financial Services, Veterans' Affairs, and Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6395,https://www.congress.gov/bill/116th-congress/house-bill/6395,116th Congress (2019-2020),,National Defense Authorization Act for Fiscal Year 2021,"Rep. Smith, Adam [D-WA-9]",3/26/20,,,,1,House - Armed Services,3/26/20,Referred to the House Committee on Armed Services.
H.R. 6394,https://www.congress.gov/bill/116th-congress/house-bill/6394,116th Congress (2019-2020),,To help small business broadband providers keep customers connected.,"Rep. Welch, Peter [D-VT-At Large]",3/25/20,,,,26,House - Appropriations,3/25/20,Referred to the House Committee on Appropriations.
H.R. 6393,https://www.congress.gov/bill/116th-congress/house-bill/6393,116th Congress (2019-2020),,Strengthening America's Supply Chain and National Security Act,"Rep. Waltz, Michael [R-FL-6]",3/25/20,,,,10,"House - Ways and Means, Armed Services, Oversight and Reform, Energy and Commerce",3/25/20,"Referred to the Committee on Ways and Means, and in addition to the Committees on Armed Services, Oversight and Reform, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6392,https://www.congress.gov/bill/116th-congress/house-bill/6392,116th Congress (2019-2020),,Secure United States Bases Act,"Rep. Waltz, Michael [R-FL-6]",3/25/20,,,,1,"House - Judiciary, Armed Services",3/25/20,"Referred to the Committee on the Judiciary, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6391,https://www.congress.gov/bill/116th-congress/house-bill/6391,116th Congress (2019-2020),,"To amend the Internal Revenue Code of 1986 to allow for a 5-year carryback of operating losses of small businesses, and for other purposes.","Rep. Schneider, Bradley Scott [D-IL-10]",3/25/20,,,,0,House - Ways and Means,3/25/20,Referred to the House Committee on Ways and Means.
H.R. 6390,https://www.congress.gov/bill/116th-congress/house-bill/6390,116th Congress (2019-2020),,Medical Supply Chain Emergency Act of 2020,"Rep. Ryan, Tim [D-OH-13]",3/25/20,,,,113,House - Financial Services,3/25/20,Referred to the House Committee on Financial Services.
H.R. 6389,https://www.congress.gov/bill/116th-congress/house-bill/6389,116th Congress (2019-2020),,Martha Wright Prison Phone Justice Act,"Rep. Rush, Bobby L. [D-IL-1]",3/25/20,,,,0,House - Energy and Commerce,3/25/20,Referred to the House Committee on Energy and Commerce.
H.R. 6388,https://www.congress.gov/bill/116th-congress/house-bill/6388,116th Congress (2019-2020),,Space Technology Advancement Report (STAR) Act of 2020,"Rep. Houlahan, Chrissy [D-PA-6]",3/25/20,,,,1,"House - Science, Space, and Technology",3/25/20,"Referred to the House Committee on Science, Space, and Technology."
