Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 6510,https://www.congress.gov/bill/115th-congress/house-bill/6510,115th Congress (2017-2018),,Restore Our Parks and Public Lands Act,"Rep. Bishop, Rob [R-UT-1]",7/25/18,,,,233,"House - Natural Resources, Education and the Workforce, Transportation and Infrastructure",12/28/18,"Placed on the Union Calendar, Calendar No. 875."
H.R. 6509,https://www.congress.gov/bill/115th-congress/house-bill/6509,115th Congress (2017-2018),,Eleanor Smith Inclusive Home Design Act of 2018,"Rep. Schakowsky, Janice D. [D-IL-9]",7/25/18,,,,10,House - Financial Services,7/25/18,Referred to the House Committee on Financial Services.
H.R. 6508,https://www.congress.gov/bill/115th-congress/house-bill/6508,115th Congress (2017-2018),,Hospital Price Transparency and Disclosure Act of 2018,"Rep. Lipinski, Daniel [D-IL-3]",7/25/18,,,,0,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6507,https://www.congress.gov/bill/115th-congress/house-bill/6507,115th Congress (2017-2018),,Oil Region National Heritage Area Reauthorization Act,"Rep. Thompson, Glenn [R-PA-5]",7/25/18,,,,6,House - Natural Resources,12/3/18,"Placed on the Union Calendar, Calendar No. 828."
H.R. 6506,https://www.congress.gov/bill/115th-congress/house-bill/6506,115th Congress (2017-2018),,United States-India Enhanced Cooperation Act of 2018,"Rep. Wilson, Joe [R-SC-2]",7/25/18,,,,10,House - Foreign Affairs,7/25/18,Referred to the House Committee on Foreign Affairs.
H.R. 6505,https://www.congress.gov/bill/115th-congress/house-bill/6505,115th Congress (2017-2018),,Medicare Negotiation and Competitive Licensing Act of 2018,"Rep. Doggett, Lloyd [D-TX-35]",7/25/18,,,,104,"House - Energy and Commerce, Ways and Means",8/3/18,Referred to the Subcommittee on Health.
H.R. 6504,https://www.congress.gov/bill/115th-congress/house-bill/6504,115th Congress (2017-2018),,Stop the Tax Hike on Charities and Places of Worship Act,"Rep. Clyburn, James E. [D-SC-6]",7/25/18,,,,37,House - Ways and Means,7/25/18,Referred to the House Committee on Ways and Means.
H.R. 6503,https://www.congress.gov/bill/115th-congress/house-bill/6503,115th Congress (2017-2018),,Haiti and Armenia Reforestation Act of 2018,"Rep. Clark, Katherine M. [D-MA-5]",7/25/18,,,,10,House - Foreign Affairs,7/25/18,Referred to the House Committee on Foreign Affairs.
H.R. 6502,https://www.congress.gov/bill/115th-congress/house-bill/6502,115th Congress (2017-2018),,RUSH Act of 2018,"Rep. Smith, Adrian [R-NE-3]",7/25/18,,,,10,"House - Ways and Means, Energy and Commerce",8/8/18,Referred to the Subcommittee on Health.
H.R. 6501,https://www.congress.gov/bill/115th-congress/house-bill/6501,115th Congress (2017-2018),,WISE Government Act,"Rep. Foster, Bill [D-IL-11]",7/25/18,,,,9,House - Oversight and Government Reform,7/25/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 6500,https://www.congress.gov/bill/115th-congress/house-bill/6500,115th Congress (2017-2018),,VET-2-FARM Act of 2018,"Rep. Walz, Timothy J. [D-MN-1]",7/24/18,,,,17,House - Agriculture,7/24/18,Referred to the House Committee on Agriculture.
H.R. 6499,https://www.congress.gov/bill/115th-congress/house-bill/6499,115th Congress (2017-2018),,Homeowners Disaster Preparation Act of 2018,"Rep. Torres, Norma J. [D-CA-35]",7/24/18,,,,1,House - Small Business,7/24/18,Referred to the House Committee on Small Business.
H.R. 6498,https://www.congress.gov/bill/115th-congress/house-bill/6498,115th Congress (2017-2018),,Youth Mental Health Services Act of 2018,"Rep. Roe, David P. [R-TN-1]",7/24/18,,,,1,House - Education and the Workforce,7/24/18,Referred to the House Committee on Education and the Workforce.
H.R. 6497,https://www.congress.gov/bill/115th-congress/house-bill/6497,115th Congress (2017-2018),,Train Coverings for Community Safety Act,"Rep. Meng, Grace [D-NY-6]",7/24/18,,,,0,House - Transportation and Infrastructure,7/25/18,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials."
H.R. 6496,https://www.congress.gov/bill/115th-congress/house-bill/6496,115th Congress (2017-2018),,Continuing Coverage for Preexisting Conditions Act of 2018,"Rep. Joyce, David P. [R-OH-14]",7/24/18,,,,1,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6495,https://www.congress.gov/bill/115th-congress/house-bill/6495,115th Congress (2017-2018),,Marijuana Data Collection Act,"Rep. Gabbard, Tulsi [D-HI-2]",7/24/18,,,,34,"House - Energy and Commerce, Judiciary, Education and the Workforce",10/1/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6494,https://www.congress.gov/bill/115th-congress/house-bill/6494,115th Congress (2017-2018),,SECURE Our Democracy Act,"Rep. Engel, Eliot L. [D-NY-16]",7/24/18,,,,1,"House - Foreign Affairs, Judiciary, Financial Services, Rules",7/24/18,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on the Judiciary, Financial Services, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6493,https://www.congress.gov/bill/115th-congress/house-bill/6493,115th Congress (2017-2018),,The Metropolitan Planning Enhancement Act,"Rep. DeSaulnier, Mark [D-CA-11]",7/24/18,,,,0,House - Transportation and Infrastructure,7/25/18,Referred to the Subcommittee on Highways and Transit.
H.R. 6492,https://www.congress.gov/bill/115th-congress/house-bill/6492,115th Congress (2017-2018),,Colorado Wilderness Act of 2018,"Rep. DeGette, Diana [D-CO-1]",7/24/18,,,,0,House - Natural Resources,8/8/18,"Referred to the Subcommittee on Water, Power and Oceans."
H.R. 6491,https://www.congress.gov/bill/115th-congress/house-bill/6491,115th Congress (2017-2018),,Using Data to Prevent Opioid Diversion Act of 2018,"Rep. Castor, Kathy [D-FL-14]",7/24/18,,,,1,"House - Energy and Commerce, Judiciary",9/19/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6490,https://www.congress.gov/bill/115th-congress/house-bill/6490,115th Congress (2017-2018),,Law Enforcement Retirement Enhancement Act,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",7/24/18,,,,5,"House - House Administration, Oversight and Government Reform",7/24/18,"Referred to the Committee on House Administration, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6489,https://www.congress.gov/bill/115th-congress/house-bill/6489,115th Congress (2017-2018),,Safe LPG Storage Act of 2018,"Rep. Barragan, Nanette Diaz [D-CA-44]",7/24/18,,,,0,"House - Transportation and Infrastructure, Energy and Commerce",7/27/18,Referred to the Subcommittee on Energy.
H.R. 6488,https://www.congress.gov/bill/115th-congress/house-bill/6488,115th Congress (2017-2018),,SAVE Act,"Rep. Barton, Joe [R-TX-6]",7/24/18,,,,1,"House - Energy and Commerce, Ways and Means",8/8/18,Referred to the Subcommittee on Health.
H.R. 6487,https://www.congress.gov/bill/115th-congress/house-bill/6487,115th Congress (2017-2018),,Land Grant and Acequia Traditional Use Recognition and Consultation Act,"Rep. Lujan, Ben Ray [D-NM-3]",7/24/18,,,,1,House - Natural Resources,8/17/18,"Referred to the Subcommittee on Water, Power and Oceans."
H.R. 6486,https://www.congress.gov/bill/115th-congress/house-bill/6486,115th Congress (2017-2018),,Workforce Development Through Post-Graduation Scholarships Act of 2018,"Rep. LaHood, Darin [R-IL-18]",7/24/18,,,,2,House - Ways and Means,7/24/18,Referred to the House Committee on Ways and Means.
H.R. 6485,https://www.congress.gov/bill/115th-congress/house-bill/6485,115th Congress (2017-2018),,Job Opportunities for All Act,"Rep. Khanna, Ro [D-CA-17]",7/24/18,,,,11,House - Education and the Workforce,7/24/18,Referred to the House Committee on Education and the Workforce.
H.R. 6484,https://www.congress.gov/bill/115th-congress/house-bill/6484,115th Congress (2017-2018),,Devil's Staircase Wilderness Act of 2018,"Rep. DeFazio, Peter A. [D-OR-4]",7/24/18,,,,3,House - Natural Resources,8/7/18,Referred to the Subcommittee on Federal Lands.
H.R. 6483,https://www.congress.gov/bill/115th-congress/house-bill/6483,115th Congress (2017-2018),,Trade Assistance for Farmers Act of 2018,"Rep. Blunt Rochester, Lisa [D-DE-At Large]",7/24/18,,,,1,House - Ways and Means,8/1/18,Referred to the Subcommittee on Trade.
H.R. 6482,https://www.congress.gov/bill/115th-congress/house-bill/6482,115th Congress (2017-2018),,Eliminating Foreign Intervention in Elections Act,"Rep. Duncan, Jeff [R-SC-3]",7/24/18,,,,18,House - Oversight and Government Reform,7/24/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 6481,https://www.congress.gov/bill/115th-congress/house-bill/6481,115th Congress (2017-2018),,National Public Health Act of 2018,"Rep. DeSaulnier, Mark [D-CA-11]",7/24/18,,,,0,House - Energy and Commerce,7/24/18,Referred to the House Committee on Energy and Commerce.
H.R. 6480,https://www.congress.gov/bill/115th-congress/house-bill/6480,115th Congress (2017-2018),,Guam Temporary Workforce Act,"Rep. Bordallo, Madeleine Z. [D-GU-At Large]",7/24/18,,,,0,House - Judiciary,7/24/18,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6479,https://www.congress.gov/bill/115th-congress/house-bill/6479,115th Congress (2017-2018),,Stop Junk Health Plans Act of 2018,"Rep. Ruiz, Raul [D-CA-36]",7/24/18,,,,0,House - Energy and Commerce,7/24/18,Referred to the House Committee on Energy and Commerce.
H.R. 6478,https://www.congress.gov/bill/115th-congress/house-bill/6478,115th Congress (2017-2018),,Biosimilars Competition Act of 2018,"Rep. Sarbanes, John P. [D-MD-3]",7/23/18,,,,1,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Health.
H.R. 6477,https://www.congress.gov/bill/115th-congress/house-bill/6477,115th Congress (2017-2018),,SNAP-Ed Fights Lead Act of 2018,"Rep. Moore, Gwen [D-WI-4]",7/23/18,,,,0,House - Agriculture,8/16/18,Referred to the Subcommittee on Nutrition.
H.R. 6476,https://www.congress.gov/bill/115th-congress/house-bill/6476,115th Congress (2017-2018),,Light-Duty Natural Gas Vehicle Parity Act of 2018,"Rep. Johnson, Bill [R-OH-6]",7/23/18,,,,1,House - Energy and Commerce,7/27/18,Referred to the Subcommittee on Environment.
H.R. 6475,https://www.congress.gov/bill/115th-congress/house-bill/6475,115th Congress (2017-2018),,To require a determination on designation of the Russian Federation as a state sponsor of terrorism.,"Rep. Gallagher, Mike [R-WI-8]",7/23/18,,,,0,House - Foreign Affairs,7/23/18,Referred to the House Committee on Foreign Affairs.
H.R. 6474,https://www.congress.gov/bill/115th-congress/house-bill/6474,115th Congress (2017-2018),,AG RESEARCH Act,"Rep. Gabbard, Tulsi [D-HI-2]",7/23/18,,,,20,House - Agriculture,8/16/18,"Referred to the Subcommittee on Biotechnology, Horticulture, and Research."
H.R. 6473,https://www.congress.gov/bill/115th-congress/house-bill/6473,115th Congress (2017-2018),,Transparency in Student Loan Consultation Act of 2018,"Rep. DeLauro, Rosa L. [D-CT-3]",7/23/18,,,,0,House - Education and the Workforce,7/23/18,Referred to the House Committee on Education and the Workforce.
H.R. 6472,https://www.congress.gov/bill/115th-congress/house-bill/6472,115th Congress (2017-2018),,Zimbabwe Democracy and Economic Recovery Amendment Act of 2018,"Rep. Bass, Karen [D-CA-37]",7/23/18,,,,4,"House - Financial Services, Foreign Affairs",7/23/18,"Referred to the Committee on Financial Services, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6471,https://www.congress.gov/bill/115th-congress/house-bill/6471,115th Congress (2017-2018),,To amend the Rehabilitation Act of 1973 to clarify the use of subminimum wage with respect to certain contracts.,"Rep. Hartzler, Vicky [R-MO-4]",7/23/18,,,,5,House - Education and the Workforce,7/23/18,Referred to the House Committee on Education and the Workforce.
H.R. 6470,https://www.congress.gov/bill/115th-congress/house-bill/6470,115th Congress (2017-2018),,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2019","Rep. Cole, Tom [R-OK-4]",7/23/18,,,,0,House - Appropriations,7/23/18,"Placed on the Union Calendar, Calendar No. 667."
H.R. 6469,https://www.congress.gov/bill/115th-congress/house-bill/6469,115th Congress (2017-2018),,Integration of Baseball Commemorative Coin Act,"Rep. Williams, Roger [R-TX-25]",7/23/18,,,,86,House - Financial Services,7/23/18,Referred to the House Committee on Financial Services.
H.R. 6468,https://www.congress.gov/bill/115th-congress/house-bill/6468,115th Congress (2017-2018),,Improving Science in Chemical Assessments Act,"Rep. Biggs, Andy [R-AZ-5]",7/23/18,,,,17,"House - Science, Space, and Technology, Energy and Commerce",12/28/18,"Placed on the Union Calendar, Calendar No. 874."
H.R. 6467,https://www.congress.gov/bill/115th-congress/house-bill/6467,115th Congress (2017-2018),,Federal Jobs Guarantee Development Act of 2018,"Rep. Watson Coleman, Bonnie [D-NJ-12]",7/23/18,,,,36,"House - Education and the Workforce, Ways and Means",7/23/18,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6466,https://www.congress.gov/bill/115th-congress/house-bill/6466,115th Congress (2017-2018),,Prevent Corrupting Foreign Influence Act,"Rep. Swalwell, Eric [D-CA-15]",7/23/18,,,,2,"House - Judiciary, Oversight and Government Reform",9/19/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 6465,https://www.congress.gov/bill/115th-congress/house-bill/6465,115th Congress (2017-2018),,Next Generation Television Marketplace Act,"Rep. Scalise, Steve [R-LA-1]",7/23/18,,,,0,"House - Energy and Commerce, Judiciary",7/27/18,Referred to the Subcommittee on Communications and Technology.
H.R. 6464,https://www.congress.gov/bill/115th-congress/house-bill/6464,115th Congress (2017-2018),,HALT Campus Sexual Violence Act,"Rep. Speier, Jackie [D-CA-14]",7/23/18,,,,3,"House - Education and the Workforce, Judiciary",7/23/18,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 6463,https://www.congress.gov/bill/115th-congress/house-bill/6463,115th Congress (2017-2018),,MARKET CHOICE Act,"Rep. Curbelo, Carlos [R-FL-26]",7/23/18,,,,2,"House - Ways and Means, Energy and Commerce, Natural Resources, Education and the Workforce, Transportation and Infrastructure, Science, Space, and Technology, Agriculture",8/16/18,"Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit."
H.R. 6462,https://www.congress.gov/bill/115th-congress/house-bill/6462,115th Congress (2017-2018),,Border Zone Reasonableness Restoration Act of 2018,"Rep. Welch, Peter [D-VT-At Large]",7/19/18,,,,7,"House - Judiciary, Homeland Security",9/19/18,Referred to the Subcommittee on Immigration and Border Security.
H.R. 6461,https://www.congress.gov/bill/115th-congress/house-bill/6461,115th Congress (2017-2018),,TSA National Deployment Force Act,"Rep. Watson Coleman, Bonnie [D-NJ-12]",7/19/18,,,,1,"House - Homeland Security | Senate - Commerce, Science, and Transportation",9/5/18,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation."
