Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 7241,https://www.congress.gov/bill/115th-congress/house-bill/7241,115th Congress (2017-2018),,SuperPAC Elimination Act of 2018,"Rep. Meadows, Mark [R-NC-11]",12/10/18,,,,0,House - House Administration,12/10/18,Referred to the House Committee on House Administration.
H.R. 7240,https://www.congress.gov/bill/115th-congress/house-bill/7240,115th Congress (2017-2018),,"To designate the Manhattan Campus of the New York Harbor Health Care System of the Department of Veterans Affairs as the ""Margaret Cochran Corbin Campus of the New York Harbor Health Care System"".","Rep. Maloney, Carolyn B. [D-NY-12]",12/10/18,,,,3,House - Veterans' Affairs,12/10/18,Referred to the Subcommittee on Health.
H.R. 7239,https://www.congress.gov/bill/115th-congress/house-bill/7239,115th Congress (2017-2018),,Securing Social Security Numbers Act,"Rep. Lofgren, Zoe [D-CA-19]",12/10/18,,,,0,"House - Energy and Commerce, Ways and Means",12/17/18,Referred to the Subcommittee on Social Security.
H.R. 7238,https://www.congress.gov/bill/115th-congress/house-bill/7238,115th Congress (2017-2018),,Veterans and Servicemembers Employment Rights and Housing Act of 2018,"Rep. Kilmer, Derek [D-WA-6]",12/10/18,,,,5,"House - Education and the Workforce, Judiciary",12/10/18,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7237,https://www.congress.gov/bill/115th-congress/house-bill/7237,115th Congress (2017-2018),,Reserve Component DD-214 Act of 2018,"Rep. Kelly, Trent [R-MS-1]",12/10/18,,,,1,House - Armed Services,12/11/18,Referred to the Subcommittee on Military Personnel.
H.R. 7236,https://www.congress.gov/bill/115th-congress/house-bill/7236,115th Congress (2017-2018),,Radiofrequency Radiation Site Safety Information Act of 2018,"Rep. Hunter, Duncan D. [R-CA-50]",12/10/18,,,,0,House - Energy and Commerce,12/10/18,Referred to the House Committee on Energy and Commerce.
H.R. 7235,https://www.congress.gov/bill/115th-congress/house-bill/7235,115th Congress (2017-2018),,Lifelong Learning and Training Account Act of 2018,"Rep. DelBene, Suzan K. [D-WA-1]",12/10/18,,,,1,House - Ways and Means,12/10/18,Referred to the House Committee on Ways and Means.
H.R. 7234,https://www.congress.gov/bill/115th-congress/house-bill/7234,115th Congress (2017-2018),,Holding Foreign Companies Accountable Act,"Rep. Conaway, K. Michael [R-TX-11]",12/10/18,,,,0,House - Financial Services,12/10/18,Referred to the House Committee on Financial Services.
H.R. 7233,https://www.congress.gov/bill/115th-congress/house-bill/7233,115th Congress (2017-2018),,Creating Access to Residency Education Act of 2018,"Rep. Castor, Kathy [D-FL-14]",12/10/18,,,,0,House - Energy and Commerce,12/10/18,Referred to the House Committee on Energy and Commerce.
H.R. 7232,https://www.congress.gov/bill/115th-congress/house-bill/7232,115th Congress (2017-2018),,Wildlife Corridors Conservation Act of 2018,"Rep. Beyer, Donald S., Jr. [D-VA-8]",12/10/18,,,,0,"House - Natural Resources, Armed Services, Agriculture, Transportation and Infrastructure",12/13/18,"Referred to the Subcommittee on Water, Power and Oceans."
H.R. 7231,https://www.congress.gov/bill/115th-congress/house-bill/7231,115th Congress (2017-2018),,Methane Rule Relief Act of 2018,"Rep. Thompson, Glenn [R-PA-5]",12/10/18,,,,0,House - Energy and Commerce,12/10/18,Referred to the House Committee on Energy and Commerce.
H.R. 7230,https://www.congress.gov/bill/115th-congress/house-bill/7230,115th Congress (2017-2018),,"To designate the facility of the United States Postal Service located at 226 West Main Street in Lake City, South Carolina, as the ""Postmaster Frazier B. Baker Post Office"".","Rep. Clyburn, James E. [D-SC-6]",12/10/18,,,,6,House - Oversight and Government Reform,12/21/18,Became Public Law No: 115-388.
H.R. 7229,https://www.congress.gov/bill/115th-congress/house-bill/7229,115th Congress (2017-2018),,Student Rights Act of 2018,"Rep. Brat, Dave [R-VA-7]",12/10/18,,,,7,House - Education and the Workforce,12/10/18,Referred to the House Committee on Education and the Workforce.
H.R. 7228,https://www.congress.gov/bill/115th-congress/house-bill/7228,115th Congress (2017-2018),,Reproductive Rights are Human Rights Act of 2018,"Rep. Clark, Katherine M. [D-MA-5]",12/10/18,,,,55,House - Foreign Affairs,12/10/18,Referred to the House Committee on Foreign Affairs.
H.R. 7227,https://www.congress.gov/bill/115th-congress/house-bill/7227,115th Congress (2017-2018),,Taxpayer First Act of 2018,"Rep. Jenkins, Lynn [R-KS-2]",12/10/18,,,,1,"House - Ways and Means, Financial Services",12/20/18,Received in the Senate.
H.R. 7226,https://www.congress.gov/bill/115th-congress/house-bill/7226,115th Congress (2017-2018),,Good Samaritan Remediation of Orphan Hardrock Mines Act of 2018,"Rep. Tipton, Scott  R. [R-CO-3]",12/6/18,,,,0,"House - Transportation and Infrastructure, Energy and Commerce, Natural Resources",12/10/18,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 7225,https://www.congress.gov/bill/115th-congress/house-bill/7225,115th Congress (2017-2018),,U.S. Virtual Currency Market and Regulatory Competitiveness Act of 2018,"Rep. Soto, Darren [D-FL-9]",12/6/18,,,,3,"House - Financial Services, Agriculture",12/6/18,"Referred to the Committee on Financial Services, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7224,https://www.congress.gov/bill/115th-congress/house-bill/7224,115th Congress (2017-2018),,Virtual Currency Consumer Protection Act of 2018,"Rep. Soto, Darren [D-FL-9]",12/6/18,,,,3,"House - Financial Services, Agriculture",12/6/18,"Referred to the Committee on Financial Services, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7223,https://www.congress.gov/bill/115th-congress/house-bill/7223,115th Congress (2017-2018),,Right Rebate Act of 2018,"Rep. Schrader, Kurt [D-OR-5]",12/6/18,,,,1,"House - Energy and Commerce, Ways and Means",12/13/18,Referred to the Subcommittee on Health.
H.R. 7222,https://www.congress.gov/bill/115th-congress/house-bill/7222,115th Congress (2017-2018),,Megan Rondini Sexual Assault Victims Protection Act of 2018,"Rep. Poe, Ted [R-TX-2]",12/6/18,,,,2,"House - Energy and Commerce, Ways and Means, Judiciary",12/12/18,Referred to the Subcommittee on Health.
H.R. 7221,https://www.congress.gov/bill/115th-congress/house-bill/7221,115th Congress (2017-2018),,SUBS Act,"Rep. Peters, Scott H. [D-CA-52]",12/6/18,,,,0,House - Oversight and Government Reform,12/6/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 7220,https://www.congress.gov/bill/115th-congress/house-bill/7220,115th Congress (2017-2018),,PARIS Climate Act,"Rep. McEachin, A. Donald [D-VA-4]",12/6/18,,,,2,House - Foreign Affairs,12/6/18,Referred to the House Committee on Foreign Affairs.
H.R. 7219,https://www.congress.gov/bill/115th-congress/house-bill/7219,115th Congress (2017-2018),,No Guns for Terrorists Act of 2018,"Rep. Lofgren, Zoe [D-CA-19]",12/6/18,,,,1,House - Judiciary,12/6/18,Referred to the House Committee on the Judiciary.
H.R. 7218,https://www.congress.gov/bill/115th-congress/house-bill/7218,115th Congress (2017-2018),,Missing Persons and Unidentified Remains Act of 2018,"Rep. Gonzalez, Vicente [D-TX-15]",12/6/18,,,,1,"House - Judiciary, Homeland Security",12/6/18,"Referred to the Committee on the Judiciary, and in addition to the Committee on Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7217,https://www.congress.gov/bill/115th-congress/house-bill/7217,115th Congress (2017-2018),,IMPROVE Act,"Rep. Barton, Joe [R-TX-6]",12/6/18,,,,8,"House - Energy and Commerce, Ways and Means",12/12/18,Received in the Senate.
H.R. 7216,https://www.congress.gov/bill/115th-congress/house-bill/7216,115th Congress (2017-2018),,To require the Director of the Court Services and Offender Supervision Agency for the District of Columbia and the Director of the District of Columbia Pretrial Services Agency to reside in the District of Columbia.,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",12/3/18,,,,0,House - Oversight and Government Reform,12/3/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 7215,https://www.congress.gov/bill/115th-congress/house-bill/7215,115th Congress (2017-2018),,Federal Government Advertising Equity Accountability Act,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",12/3/18,,,,0,House - Budget,12/3/18,Referred to the House Committee on the Budget.
H.R. 7214,https://www.congress.gov/bill/115th-congress/house-bill/7214,115th Congress (2017-2018),,Cybersecurity Education Integration Act,"Rep. Langevin, James R. [D-RI-2]",12/3/18,,,,1,House - Education and the Workforce,12/10/18,Sponsor introductory remarks on measure. (CR H9806-9807)
H.R. 7213,https://www.congress.gov/bill/115th-congress/house-bill/7213,115th Congress (2017-2018),,Countering Weapons of Mass Destruction Act of 2018,"Rep. Donovan, Daniel M., Jr. [R-NY-11]",12/3/18,,,,1,"House - Homeland Security, Energy and Commerce",12/21/18,Became Public Law No: 115-387.
H.R. 7212,https://www.congress.gov/bill/115th-congress/house-bill/7212,115th Congress (2017-2018),,Violence Against Women Health Act of 2018,"Rep. Dingell, Debbie [D-MI-12]",12/3/18,,,,14,House - Energy and Commerce,12/3/18,Referred to the House Committee on Energy and Commerce.
H.R. 7211,https://www.congress.gov/bill/115th-congress/house-bill/7211,115th Congress (2017-2018),,"To amend the Mineral Leasing Act to authorize the Secretary of the Interior to regulate hydraulic fracturing operations on Federal lands, and for other purposes.","Rep. Soto, Darren [D-FL-9]",11/30/18,,,,0,"House - Natural Resources, Energy and Commerce",12/13/18,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 7210,https://www.congress.gov/bill/115th-congress/house-bill/7210,115th Congress (2017-2018),,Sinkhole Mapping Act of 2018,"Rep. Soto, Darren [D-FL-9]",11/30/18,,,,3,House - Natural Resources,12/13/18,Referred to the Subcommittee on Energy and Mineral Resources.
H.R. 7209,https://www.congress.gov/bill/115th-congress/house-bill/7209,115th Congress (2017-2018),,School Resource Officer Act of 2018,"Rep. Mitchell, Paul [R-MI-10]",11/30/18,,,,9,"House - Judiciary, Education and the Workforce",11/30/18,"Referred to the Committee on the Judiciary, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7208,https://www.congress.gov/bill/115th-congress/house-bill/7208,115th Congress (2017-2018),,To amend the Internal Revenue Code of 1986 to allow the child tax credit with respect to stillbirths.,"Rep. Griffith, H. Morgan [R-VA-9]",11/30/18,,,,3,House - Ways and Means,11/30/18,Referred to the House Committee on Ways and Means.
H.R. 7207,https://www.congress.gov/bill/115th-congress/house-bill/7207,115th Congress (2017-2018),,To allow the Secretary of the Treasury to accept public donations to fund the construction of a barrier on the border between the United States and Mexico and for other purposes.,"Rep. Davidson, Warren [R-OH-8]",11/30/18,,,,2,House - Ways and Means,11/30/18,Referred to the House Committee on Ways and Means.
H.R. 7206,https://www.congress.gov/bill/115th-congress/house-bill/7206,115th Congress (2017-2018),,ESOP Business Act of 2018,"Rep. Bucshon, Larry [R-IN-8]",11/30/18,,,,0,"House - Oversight and Government Reform, Armed Services",11/30/18,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7205,https://www.congress.gov/bill/115th-congress/house-bill/7205,115th Congress (2017-2018),,No Budget No Recess Act,"Rep. Arrington, Jodey C. [R-TX-19]",11/30/18,,,,1,"House - Rules, Budget",11/30/18,"Referred to the Committee on Rules, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7204,https://www.congress.gov/bill/115th-congress/house-bill/7204,115th Congress (2017-2018),,DIPLOMA Act,"Rep. Chu, Judy [D-CA-27]",11/30/18,,,,6,"House - Education and the Workforce, Energy and Commerce",11/30/18,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7203,https://www.congress.gov/bill/115th-congress/house-bill/7203,115th Congress (2017-2018),,Long-Term Care Account Act,"Rep. Marchant, Kenny [R-TX-24]",11/30/18,,,,1,House - Ways and Means,11/30/18,Referred to the House Committee on Ways and Means.
H.R. 7202,https://www.congress.gov/bill/115th-congress/house-bill/7202,115th Congress (2017-2018),,RTP Full Funding Act of 2018,"Rep. Welch, Peter [D-VT-At Large]",11/29/18,,,,2,"House - Transportation and Infrastructure, Ways and Means",11/30/18,Referred to the Subcommittee on Highways and Transit.
H.R. 7201,https://www.congress.gov/bill/115th-congress/house-bill/7201,115th Congress (2017-2018),,"To amend title 35, United States Code, to include the exclusive economic zone as part of the United States for patent infringement, and for other purposes.","Rep. Smith, Lamar [R-TX-21]",11/29/18,,,,6,House - Judiciary,11/29/18,Referred to the House Committee on the Judiciary.
H.R. 7200,https://www.congress.gov/bill/115th-congress/house-bill/7200,115th Congress (2017-2018),,Wildfires and Hurricanes Indemnity Program Extension Act of 2018,"Rep. Scott, Austin [R-GA-8]",11/29/18,,,,0,House - Agriculture,11/29/18,Referred to the House Committee on Agriculture.
H.R. 7199,https://www.congress.gov/bill/115th-congress/house-bill/7199,115th Congress (2017-2018),,National Guard and Reserve Entrepreneurship Support Act,"Rep. Schneider, Bradley Scott [D-IL-10]",11/29/18,,,,1,House - Small Business,11/29/18,Referred to the House Committee on Small Business.
H.R. 7198,https://www.congress.gov/bill/115th-congress/house-bill/7198,115th Congress (2017-2018),,Long Island Aviation History Act,"Rep. Rice, Kathleen M. [D-NY-4]",11/29/18,,,,5,House - Natural Resources,12/7/18,Referred to the Subcommittee on Federal Lands.
H.R. 7197,https://www.congress.gov/bill/115th-congress/house-bill/7197,115th Congress (2017-2018),,Renewable HEAT for Schools Act,"Rep. Rice, Kathleen M. [D-NY-4]",11/29/18,,,,0,House - Education and the Workforce,11/29/18,Referred to the House Committee on Education and the Workforce.
H.R. 7196,https://www.congress.gov/bill/115th-congress/house-bill/7196,115th Congress (2017-2018),,Energy Sector Innovation Credit Act of 2018,"Rep. Reed, Tom [R-NY-23]",11/29/18,,,,2,House - Ways and Means,11/29/18,Referred to the House Committee on Ways and Means.
H.R. 7195,https://www.congress.gov/bill/115th-congress/house-bill/7195,115th Congress (2017-2018),,Social Security Enhancement and Protection Act of 2017,"Rep. Moore, Gwen [D-WI-4]",11/29/18,,,,5,House - Ways and Means,12/4/18,Referred to the Subcommittee on Social Security.
H.R. 7194,https://www.congress.gov/bill/115th-congress/house-bill/7194,115th Congress (2017-2018),,Regulatory Certainty for Navigable Waters Act,"Rep. Herrera Beutler, Jaime [R-WA-3]",11/29/18,,,,1,House - Transportation and Infrastructure,11/30/18,Referred to the Subcommittee on Water Resources and Environment.
H.R. 7193,https://www.congress.gov/bill/115th-congress/house-bill/7193,115th Congress (2017-2018),,To amend the VA MISSION Act of 2018 to expand the veterans healing veterans medical access and scholarship program to include more students and schools.,"Rep. Gonzalez-Colon, Jenniffer [R-PR-At Large]",11/29/18,,,,0,House - Veterans' Affairs,11/29/18,Referred to the Subcommittee on Health.
H.R. 7192,https://www.congress.gov/bill/115th-congress/house-bill/7192,115th Congress (2017-2018),,Early Warning Reporting System Improvement Act of 2018,"Rep. Cartwright, Matt [D-PA-17]",11/29/18,,,,0,House - Energy and Commerce,11/29/18,Referred to the House Committee on Energy and Commerce.
H.R. 7191,https://www.congress.gov/bill/115th-congress/house-bill/7191,115th Congress (2017-2018),,Bipartisan Budget and Appropriations Reform Act of 2018,"Rep. Womack, Steve [R-AR-3]",11/29/18,,,,3,"House - Budget, Rules",11/29/18,"Referred to the Committee on the Budget, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7190,https://www.congress.gov/bill/115th-congress/house-bill/7190,115th Congress (2017-2018),,Small Business Reorganization Act of 2018,"Rep. Collins, Doug [R-GA-9]",11/29/18,,,,2,House - Judiciary,11/29/18,Referred to the House Committee on the Judiciary.
H.R. 7189,https://www.congress.gov/bill/115th-congress/house-bill/7189,115th Congress (2017-2018),,ETO is Toxic Act,"Rep. Foster, Bill [D-IL-11]",11/29/18,,,,2,House - Energy and Commerce,11/29/18,Referred to the House Committee on Energy and Commerce.
H.R. 7188,https://www.congress.gov/bill/115th-congress/house-bill/7188,115th Congress (2017-2018),,Chemical Facility Anti-Terrorism Standards Program Extension Act,"Rep. Ratcliffe, John [R-TX-4]",11/29/18,,,,7,"House - Homeland Security, Energy and Commerce",11/29/18,"Referred to the Committee on Homeland Security, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7187,https://www.congress.gov/bill/115th-congress/house-bill/7187,115th Congress (2017-2018),,National Flood Insurance Program Further Extension Act of 2018,"Rep. MacArthur, Thomas [R-NJ-3]",11/29/18,,,,0,House - Financial Services,12/1/18,Became Public Law No: 115-281.
H.R. 7186,https://www.congress.gov/bill/115th-congress/house-bill/7186,115th Congress (2017-2018),,Diverse Small Business Empowerment Act,"Rep. Veasey, Marc A. [D-TX-33]",11/28/18,,,,15,House - Small Business,11/28/18,Referred to the House Committee on Small Business.
H.R. 7185,https://www.congress.gov/bill/115th-congress/house-bill/7185,115th Congress (2017-2018),,Weekends Without Hunger Act,"Rep. Titus, Dina [D-NV-1]",11/28/18,,,,28,House - Education and the Workforce,11/28/18,Referred to the House Committee on Education and the Workforce.
H.R. 7184,https://www.congress.gov/bill/115th-congress/house-bill/7184,115th Congress (2017-2018),,No Retroactive Online Taxation Act of 2018,"Rep. Sensenbrenner, F. James, Jr. [R-WI-5]",11/28/18,,,,0,House - Judiciary,11/28/18,Referred to the House Committee on the Judiciary.
H.R. 7183,https://www.congress.gov/bill/115th-congress/house-bill/7183,115th Congress (2017-2018),,Federal Disaster Assistance Coordination Act,"Rep. Meadows, Mark [R-NC-11]",11/28/18,,,,0,House - Transportation and Infrastructure,11/29/18,"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management."
H.R. 7182,https://www.congress.gov/bill/115th-congress/house-bill/7182,115th Congress (2017-2018),,Stop Corrupt Iranian Oligarchs and Entities Act,"Rep. Kustoff, David [R-TN-8]",11/28/18,,,,0,"House - Foreign Affairs, Financial Services",11/28/18,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7181,https://www.congress.gov/bill/115th-congress/house-bill/7181,115th Congress (2017-2018),,400 Act,"Rep. Issa, Darrell E. [R-CA-49]",11/28/18,,,,0,House - Judiciary,11/28/18,Referred to the House Committee on the Judiciary.
H.R. 7180,https://www.congress.gov/bill/115th-congress/house-bill/7180,115th Congress (2017-2018),,Stopping Russian Nuclear Aggression Act,"Rep. Cheney, Liz [R-WY-At Large]",11/28/18,,,,0,"House - Armed Services, Foreign Affairs",11/28/18,"Referred to the Committee on Armed Services, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7179,https://www.congress.gov/bill/115th-congress/house-bill/7179,115th Congress (2017-2018),,"To require the Administrator of the Environmental Protection Agency to revise certain ethylene oxide emissions standards under the Clean Air Act, and for other purposes.","Rep. Schneider, Bradley Scott [D-IL-10]",11/28/18,,,,2,House - Energy and Commerce,11/28/18,Referred to the House Committee on Energy and Commerce.
H.R. 7178,https://www.congress.gov/bill/115th-congress/house-bill/7178,115th Congress (2017-2018),,Defense of Property Rights Act,"Rep. Reed, Tom [R-NY-23]",11/27/18,,,,3,House - Judiciary,11/27/18,Referred to the House Committee on the Judiciary.
H.R. 7177,https://www.congress.gov/bill/115th-congress/house-bill/7177,115th Congress (2017-2018),,Shared Accountability for Improved Patient Outcomes Act of 2018,"Rep. Paulsen, Erik [R-MN-3]",11/27/18,,,,0,"House - Energy and Commerce, Ways and Means",11/30/18,Referred to the Subcommittee on Health.
H.R. 7176,https://www.congress.gov/bill/115th-congress/house-bill/7176,115th Congress (2017-2018),,Restoring Economic Opportunities for Small Family C-Corporations,"Rep. King, Steve [R-IA-4]",11/27/18,,,,1,House - Ways and Means,11/27/18,Referred to the House Committee on Ways and Means.
H.R. 7175,https://www.congress.gov/bill/115th-congress/house-bill/7175,115th Congress (2017-2018),,"To amend section 805 of the Federal Lands Recreation Enhancement Act to provide for a lifetime pass for access to Federal recreational lands and waters, and for other purposes.","Rep. Graves, Garret [R-LA-6]",11/27/18,,,,1,"House - Natural Resources, Agriculture",12/12/18,Referred to the Subcommittee on Conservation and Forestry.
H.R. 7174,https://www.congress.gov/bill/115th-congress/house-bill/7174,115th Congress (2017-2018),,"To amend the Internal Revenue Code of 1986 to allow certain veterans organizations to take into account the membership of spouses, widows, and widowers of members of the Armed Forces for purposes of determining tax exempt status.","Rep. Eshoo, Anna G. [D-CA-18]",11/27/18,,,,0,House - Ways and Means,11/27/18,Referred to the House Committee on Ways and Means.
H.R. 7173,https://www.congress.gov/bill/115th-congress/house-bill/7173,115th Congress (2017-2018),,Energy Innovation and Carbon Dividend Act of 2018,"Rep. Deutch, Theodore E. [D-FL-22]",11/27/18,,,,9,"House - Ways and Means, Energy and Commerce, Foreign Affairs",11/27/18,"Referred to the Committee on Ways and Means, and in addition to the Committees on Energy and Commerce, and Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7172,https://www.congress.gov/bill/115th-congress/house-bill/7172,115th Congress (2017-2018),,"To make technical amendments to chapter 3084 of title 54, United States Code, to correct references to the African American Civil Rights Network, and for other purposes.","Rep. Clay, Wm. Lacy [D-MO-1]",11/27/18,,,,0,House - Natural Resources,11/29/18,Referred to the Subcommittee on Federal Lands.
H.R. 7171,https://www.congress.gov/bill/115th-congress/house-bill/7171,115th Congress (2017-2018),,Engineering Biology Research and Development Act of 2019,"Rep. Johnson, Eddie Bernice [D-TX-30]",11/27/18,,,,1,"House - Science, Space, and Technology",11/27/18,"Referred to the House Committee on Science, Space, and Technology."
H.R. 7170,https://www.congress.gov/bill/115th-congress/house-bill/7170,115th Congress (2017-2018),,"To amend the Federal Power Act to require the consideration of invasive species when prescribing fishways, and for other purposes.","Rep. Grothman, Glenn [R-WI-6]",11/27/18,,,,1,House - Energy and Commerce,11/27/18,Referred to the House Committee on Energy and Commerce.
H.R. 7169,https://www.congress.gov/bill/115th-congress/house-bill/7169,115th Congress (2017-2018),,VA-SBA Act,"Rep. Kelly, Trent [R-MS-1]",11/27/18,,,,16,"House - Small Business, Veterans' Affairs",11/27/18,Referred to the Subcommittee on Economic Opportunity.
H.R. 7168,https://www.congress.gov/bill/115th-congress/house-bill/7168,115th Congress (2017-2018),,Clean Up EtO Act of 2018,"Rep. Lipinski, Daniel [D-IL-3]",11/20/18,,,,0,House - Energy and Commerce,11/20/18,Referred to the House Committee on Energy and Commerce.
H.R. 7167,https://www.congress.gov/bill/115th-congress/house-bill/7167,115th Congress (2017-2018),,Restoring the Public Trust Act,"Rep. Lieu, Ted [D-CA-33]",11/20/18,,,,4,"House - Oversight and Government Reform, Judiciary, Ways and Means",11/20/18,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committees on the Judiciary, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7166,https://www.congress.gov/bill/115th-congress/house-bill/7166,115th Congress (2017-2018),,Hurricane Michael Tax Relief Act,"Rep. Dunn, Neal P. [R-FL-2]",11/20/18,,,,1,House - Ways and Means,11/20/18,Referred to the House Committee on Ways and Means.
H.R. 7165,https://www.congress.gov/bill/115th-congress/house-bill/7165,115th Congress (2017-2018),,Equal COLA Act,"Rep. Connolly, Gerald E. [D-VA-11]",11/20/18,,,,4,House - Oversight and Government Reform,11/20/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 7164,https://www.congress.gov/bill/115th-congress/house-bill/7164,115th Congress (2017-2018),,To add Ireland to the E-3 nonimmigrant visa program.,"Rep. Sensenbrenner, F. James, Jr. [R-WI-5]",11/20/18,,,,1,House - Judiciary,11/29/18,Received in the Senate.
H.R. 7163,https://www.congress.gov/bill/115th-congress/house-bill/7163,115th Congress (2017-2018),,"To designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.","Rep. Bishop, Rob [R-UT-1]",11/20/18,,,,3,House - Veterans' Affairs | Senate - Veterans' Affairs,11/28/18,Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs.
H.R. 7162,https://www.congress.gov/bill/115th-congress/house-bill/7162,115th Congress (2017-2018),,For the relief of David Beasley.,"Rep. Nolan, Richard M. [D-MN-8]",11/16/18,,,,0,House - Veterans' Affairs,11/16/18,Referred to the House Committee on Veterans' Affairs.
H.R. 7161,https://www.congress.gov/bill/115th-congress/house-bill/7161,115th Congress (2017-2018),,Local School Foods Expansion Act of 2018,"Rep. Welch, Peter [D-VT-At Large]",11/16/18,,,,0,House - Education and the Workforce,11/16/18,Referred to the House Committee on Education and the Workforce.
H.R. 7160,https://www.congress.gov/bill/115th-congress/house-bill/7160,115th Congress (2017-2018),,Stopping Grinch Bots Act of 2018,"Rep. Tonko, Paul [D-NY-20]",11/16/18,,,,1,House - Energy and Commerce,11/16/18,Referred to the House Committee on Energy and Commerce.
H.R. 7159,https://www.congress.gov/bill/115th-congress/house-bill/7159,115th Congress (2017-2018),,Freedom For Religious Communities Act,"Rep. Rooney, Francis [R-FL-19]",11/16/18,,,,1,House - Education and the Workforce,11/16/18,Referred to the House Committee on Education and the Workforce.
H.R. 7158,https://www.congress.gov/bill/115th-congress/house-bill/7158,115th Congress (2017-2018),,Honoring All Veterans Act,"Rep. Rice, Kathleen M. [D-NY-4]",11/16/18,,,,8,House - Veterans' Affairs,11/16/18,Referred to the House Committee on Veterans' Affairs.
H.R. 7157,https://www.congress.gov/bill/115th-congress/house-bill/7157,115th Congress (2017-2018),,Chiropractic Patients' Freedom of Choice Act of 2018,"Rep. Paulsen, Erik [R-MN-3]",11/16/18,,,,0,"House - Energy and Commerce, Ways and Means",11/28/18,Referred to the Subcommittee on Health.
H.R. 7156,https://www.congress.gov/bill/115th-congress/house-bill/7156,115th Congress (2017-2018),,Federal Police Camera and Accountability Act of 2018,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",11/16/18,,,,1,House - Judiciary,11/16/18,Referred to the House Committee on the Judiciary.
H.R. 7155,https://www.congress.gov/bill/115th-congress/house-bill/7155,115th Congress (2017-2018),,National Drinking Water Standards Reauthorization Act of 2018,"Rep. Meng, Grace [D-NY-6]",11/16/18,,,,0,House - Energy and Commerce,11/16/18,Referred to the House Committee on Energy and Commerce.
H.R. 7154,https://www.congress.gov/bill/115th-congress/house-bill/7154,115th Congress (2017-2018),,Safe Drinking Water in Playgrounds and Parks Act,"Rep. Meng, Grace [D-NY-6]",11/16/18,,,,0,House - Energy and Commerce,11/16/18,Referred to the House Committee on Energy and Commerce.
H.R. 7153,https://www.congress.gov/bill/115th-congress/house-bill/7153,115th Congress (2017-2018),,Championing American Business Through Diplomacy Act of 2018,"Rep. McCaul, Michael T. [R-TX-10]",11/16/18,,,,1,House - Foreign Affairs,11/16/18,Referred to the House Committee on Foreign Affairs.
